Município,codigo_ibge,Data,Total_de_Casos,Novos_Casos,Casos_por_mm7d,Total_de_Óbitos,Novos_Óbitos,Óbitos_por_mm7d,Letalidade,População,Área_(Km2),Latitude,Longitude,Mesorregião,Microrregião
Pirajuí,3538907,2020-05-12,5,2,0.57,0,0,0.0,0.0,23259,824,-21.999,-49.4608,Bauru,Bauru
Santo Antônio de Posse,3548005,2020-05-12,11,2,1.43,0,0,0.0,0.0,22849,154,-22.6029,-46.9192,Campinas,Mogi Mirim
Jacupiranga,3524600,2020-05-12,4,1,0.29,0,0,0.0,0.0,17222,704,-24.6963,-48.0064,Litoral Sul Paulista,Registro
Votorantim,3557006,2020-05-12,31,0,2.14,3,0,0.14,0.1,119824,184,-23.5446,-47.4388,Macro Metropolitana Paulista,Sorocaba
Piratininga,3539400,2020-05-12,10,0,0.71,0,0,0.0,0.0,13213,402,-22.4142,-49.1339,Bauru,Bauru
Adolfo,3500204,2020-05-12,1,0,0.0,0,0,0.0,0.0,3447,211,-21.2325,-49.6451,São José do Rio Preto,São José do Rio Preto
Araçoiaba da Serra,3502903,2020-05-12,9,0,0.43,0,0,0.0,0.0,32390,255,-23.5029,-47.6166,Macro Metropolitana Paulista,Sorocaba
Francisco Morato,3516309,2020-05-12,132,1,4.0,16,0,1.14,0.12,174403,0,-23.2792,-46.7448,Metropolitana de São Paulo,Franco da Rocha
Catiguá,3511201,2020-05-12,1,0,0.14,0,0,0.0,0.0,7529,148,-21.0519,-49.0616,São José do Rio Preto,Catanduva
Ibirarema,3519501,2020-05-12,1,0,0.0,0,0,0.0,0.0,7509,228,-22.8185,-50.0739,Assis,Assis
Anhembi,3502309,2020-05-12,2,0,0.0,0,0,0.0,0.0,6672,737,-22.793,-48.1336,Bauru,Botucatu
Pirassununga,3539301,2020-05-12,34,0,1.14,0,0,0.0,0.0,73706,727,-21.996,-47.4257,Campinas,Pirassununga
Rincão,3543709,2020-05-12,3,0,0.29,1,0,0.0,0.33,10496,317,-21.5894,-48.0728,Araraquara ,Araraquara
Suzano,3552502,2020-05-12,291,13,14.0,29,2,1.29,0.1,291002,206,-23.5448,-46.3112,Metropolitana de São Paulo,Mogi das Cruzes
Santa Fé do Sul,3546603,2020-05-12,4,0,0.0,0,0,0.0,0.0,30804,207,-20.2083,-50.932,São José do Rio Preto,Jales
Jaguariúna,3524709,2020-05-12,22,0,0.14,0,0,0.0,0.0,54848,141,-22.7037,-46.9851,Campinas,Campinas
Vargem,3556354,2020-05-12,1,0,0.0,0,0,0.0,0.0,10000,14,-22.887,-46.4124,Macro Metropolitana Paulista,Bragança Paulista
Barra Bonita,3505302,2020-05-12,11,0,0.43,1,0,0.0,0.09,34914,150,-22.4909,-48.5583,Bauru,Jaú
Caçapava,3508504,2020-05-12,13,1,0.29,1,0,0.14,0.08,91217,369,-23.0992,-45.7076,Vale do Paraíba Paulista,São José dos Campos
Pirapozinho,3539202,2020-05-12,1,0,0.14,0,0,0.0,0.0,27213,478,-22.2711,-51.4976,Presidente Prudente,Presidente Prudente
Mococa,3530508,2020-05-12,13,0,1.14,2,0,0.0,0.15,66753,855,-21.4647,-47.0024,Campinas,São João da Boa Vista
Arealva,3503406,2020-05-12,1,0,0.0,0,0,0.0,0.0,8196,505,-22.031,-48.9135,Bauru,Bauru
Franca,3516200,2020-05-12,26,1,0.43,2,1,0.14,0.08,342125,606,-20.5352,-47.4039,Ribeirão Preto,Franca
Cedral,3511300,2020-05-12,1,0,0.0,0,0,0.0,0.0,8836,198,-20.9009,-49.2664,São José do Rio Preto,São José do Rio Preto
Santo Antônio do Aracanguá,3548054,2020-05-12,4,0,0.0,0,0,0.0,0.0,8252,1308,-20.9331,-50.498,Araçatuba,Araçatuba
Araçatuba,3502804,2020-05-12,93,2,2.14,3,0,0.0,0.03,190469,1167,-21.2076,-50.4401,Araçatuba,Araçatuba
Cabreúva,3508405,2020-05-12,7,0,0.43,0,0,0.0,0.0,49430,260,-23.3053,-47.1362,Macro Metropolitana Paulista,Sorocaba
Mongaguá,3531100,2020-05-12,13,0,0.14,1,0,0.0,0.08,54610,143,-24.0809,-46.6265,Litoral Sul Paulista,Itanhaém
Uchoa,3555604,2020-05-12,4,0,0.43,1,0,0.14,0.25,9683,252,-20.9511,-49.1713,São José do Rio Preto,São José do Rio Preto
Santo Antônio da Alegria,3547908,2020-05-12,1,0,0.0,1,0,0.0,1.0,6637,310,-21.0864,-47.1464,Ribeirão Preto,Batatais
Tabatinga,3552700,2020-05-12,1,0,0.14,0,0,0.0,0.0,15897,37,-21.7239,-48.6896,Araraquara ,Araraquara
Charqueada,3511706,2020-05-12,10,0,0.86,1,0,0.0,0.1,16933,176,-22.5096,-47.7755,Piracicaba,Piracicaba
Pederneiras,3536703,2020-05-12,2,0,0.0,1,0,0.0,0.5,45570,729,-22.3511,-48.7781,Bauru,Jaú
Monte Azul Paulista,3531506,2020-05-12,2,0,0.14,0,0,0.0,0.0,18191,263,-20.9065,-48.6387,Ribeirão Preto,Jaboticabal 
Iepê,3519907,2020-05-12,1,0,0.0,1,0,0.0,1.0,7921,595,-22.6602,-51.0779,Assis,Assis
Buritama,3508108,2020-05-12,7,0,0.14,0,0,0.0,0.0,16596,327,-21.0661,-50.1475,Araçatuba,Birigui
Ubatuba,3555406,2020-05-12,31,4,2.43,0,0,0.0,0.0,88916,708,-23.4332,-45.0834,Vale do Paraíba Paulista,Caraguatatuba
Indaiatuba,3520509,2020-05-12,39,3,1.29,9,1,0.71,0.23,242868,312,-23.0816,-47.2101,Campinas,Campinas
Nova Guataporanga,3533106,2020-05-12,1,0,0.0,0,0,0.0,0.0,2191,34,-21.332,-51.6447,Presidente Prudente,Dracena
Ituverava,3524105,2020-05-12,2,1,0.14,0,0,0.0,0.0,40246,705,-20.3355,-47.7902,Ribeirão Preto,Ituverava
Fernando Prestes,3515608,2020-05-12,1,1,0.14,0,0,0.0,0.0,5572,170,-21.2661,-48.6874,Ribeirão Preto,Jaboticabal 
Cosmorama,3512902,2020-05-12,2,0,0.0,0,0,0.0,0.0,6997,442,-20.4755,-49.7827,São José do Rio Preto,Votuporanga
Timburi,3554607,2020-05-12,1,0,0.0,0,0,0.0,0.0,2557,197,-23.2057,-49.6096,Assis,Ourinhos
Monte Mor,3531803,2020-05-12,10,0,0.57,2,0,0.0,0.2,59614,241,-22.945,-47.3122,Campinas,Campinas
Bertioga,3506359,2020-05-12,3,0,0.29,2,0,0.14,0.67,63290,492,-23.8486,-46.1396,Metropolitana de São Paulo,Santos
Arujá,3503901,2020-05-12,114,4,5.86,6,1,0.43,0.05,89744,96,-23.3965,-46.32,Metropolitana de São Paulo,Guarulhos
Serra Negra,3551603,2020-05-12,3,0,0.14,0,0,0.0,0.0,27440,204,-22.6139,-46.7033,Campinas,Amparo
Santo André,3547809,2020-05-12,964,35,48.57,51,2,1.57,0.05,693867,176,-23.6737,-46.5432,Metropolitana de São Paulo,São Paulo
Itapura,3523008,2020-05-12,2,0,0.29,0,0,0.0,0.0,4916,302,-20.6419,-51.5063,Araçatuba,Andradina
Amparo,3501905,2020-05-12,15,1,0.71,1,0,0.0,0.07,69639,445,-22.7088,-46.772,Campinas,Amparo
Monte Aprazível,3531407,2020-05-12,1,0,0.14,0,0,0.0,0.0,23458,496,-20.768,-49.7184,São José do Rio Preto,Nhandeara 
Piracaia,3538600,2020-05-12,6,0,0.29,1,0,0.0,0.17,26287,386,-23.0525,-46.3594,Macro Metropolitana Paulista,Bragança Paulista
São Pedro do Turvo,3550506,2020-05-12,1,0,0.0,0,0,0.0,0.0,7369,731,-22.7453,-49.7428,Assis,Ourinhos
Jacareí,3524402,2020-05-12,57,1,2.57,4,0,0.14,0.07,227945,464,-23.2983,-45.9658,Vale do Paraíba Paulista,São José dos Campos
Piraju,3538808,2020-05-12,27,4,2.29,2,0,0.14,0.07,28574,505,-23.1981,-49.3803,Assis,Ourinhos
Novo Horizonte,3533502,2020-05-12,8,0,0.43,0,0,0.0,0.0,38954,932,-21.4651,-49.2234,São José do Rio Preto,Novo Horizonte
Rio das Pedras,3544004,2020-05-12,2,0,0.14,0,0,0.0,0.0,34416,227,-22.8417,-47.6047,Piracicaba,Piracicaba
Bom Jesus dos Perdões,3507100,2020-05-12,3,0,0.0,0,0,0.0,0.0,24291,108,-23.1356,-46.4675,Macro Metropolitana Paulista,Bragança Paulista
São Bernardo do Campo,3548708,2020-05-12,1122,23,42.43,97,5,6.0,0.09,812086,410,-23.6914,-46.5646,Metropolitana de São Paulo,São Paulo
Piracicaba,3538709,2020-05-12,163,4,6.29,13,0,0.14,0.08,389873,1378,-22.7338,-47.6476,Piracicaba,Piracicaba
Itapuí,3522901,2020-05-12,3,0,0.43,0,0,0.0,0.0,13779,140,-22.2324,-48.7197,Bauru,Jaú
Jaboticabal,3524303,2020-05-12,19,0,0.29,5,0,0.0,0.26,74221,71,-21.252,-48.3252,Ribeirão Preto,Jaboticabal 
São José do Rio Preto,3549805,2020-05-12,295,19,25.43,10,0,0.14,0.03,447924,432,-20.8113,-49.3758,São José do Rio Preto,São José do Rio Preto
Nova Odessa,3533403,2020-05-12,11,1,0.57,2,0,0.14,0.18,58039,74,-22.7832,-47.2941,Campinas,Campinas
Valparaíso,3556305,2020-05-12,1,0,0.14,0,0,0.0,0.0,23988,858,-21.2229,-50.8699,Araçatuba,Araçatuba
Monte Alto,3531308,2020-05-12,18,0,0.57,1,0,0.0,0.06,48405,347,-21.2655,-48.4971,Ribeirão Preto,Jaboticabal 
Rio Grande da Serra,3544103,2020-05-12,30,3,1.0,2,0,0.29,0.07,49816,36,-23.7437,-46.3971,Metropolitana de São Paulo,São Paulo
Artur Nogueira,3503802,2020-05-12,6,0,0.43,0,0,0.0,0.0,52609,178,-22.5727,-47.1727,Campinas,Mogi Mirim
Águas da Prata,3500402,2020-05-12,1,0,0.0,0,0,0.0,0.0,7797,143,-21.9319,-46.7176,Campinas,São João da Boa Vista
Santa Cruz do Rio Pardo,3546405,2020-05-12,35,4,2.43,0,0,0.0,0.0,46110,1115,-22.8988,-49.6354,Assis,Ourinhos
Assis,3504008,2020-05-12,24,1,1.14,4,1,0.29,0.17,101381,461,-22.66,-50.4183,Assis,Assis
Jaborandi,3524204,2020-05-12,3,0,0.14,0,0,0.0,0.0,6677,273,-20.6884,-48.4112,Ribeirão Preto,São Joaquim da Barra
Ferraz de Vasconcelos,3515707,2020-05-12,172,12,7.0,21,6,1.0,0.12,193037,30,-23.5411,-46.371,Metropolitana de São Paulo,Mogi das Cruzes
Jales,3524808,2020-05-12,5,0,0.14,0,0,0.0,0.0,47254,369,-20.2672,-50.5494,São José do Rio Preto,Jales
Junqueirópolis,3526001,2020-05-12,10,0,1.0,0,0,0.0,0.0,20065,583,-21.5103,-51.4342,Presidente Prudente,Dracena
Tietê,3554508,2020-05-12,5,2,0.57,0,0,0.0,0.0,41073,40,-23.1101,-47.7164,Piracicaba,Piracicaba
Praia Grande,3541000,2020-05-12,247,6,12.57,40,2,1.57,0.16,316844,149,-24.0084,-46.4121,Metropolitana de São Paulo,Santos
Laranjal Paulista,3526407,2020-05-12,5,0,0.0,2,0,0.0,0.4,27834,384,-23.0506,-47.8375,Itapetininga ,Tatuí
Macatuba,3528007,2020-05-12,3,1,0.14,0,0,0.0,0.0,16932,225,-22.5002,-48.7102,Bauru,Jaú
Guariba,3518602,2020-05-12,3,1,0.14,0,0,0.0,0.0,39021,270,-21.3594,-48.2316,Ribeirão Preto,Jaboticabal 
Rancharia,3542206,2020-05-12,3,0,0.0,1,0,0.0,0.33,28847,159,-22.2269,-50.893,Presidente Prudente,Presidente Prudente
Tupi Paulista,3555109,2020-05-12,24,4,2.14,0,0,0.0,0.0,14878,245,-21.3825,-51.575,Presidente Prudente,Dracena
Dois Córregos,3514106,2020-05-12,1,0,0.14,0,0,0.0,0.0,26972,633,-22.3673,-48.3819,Bauru,Jaú
Americana,3501608,2020-05-12,62,2,1.29,4,0,0.14,0.06,233458,134,-22.7374,-47.3331,Campinas,Campinas
Serrana,3551504,2020-05-12,23,1,2.14,3,1,0.14,0.13,44434,126,-21.2043,-47.5952,Ribeirão Preto,Ribeirão Preto
Lucélia,3527405,2020-05-12,16,2,0.57,3,0,0.14,0.19,21019,315,-21.7182,-51.0215,Presidente Prudente,Adamantina
Juquiá,3526100,2020-05-12,2,0,0.0,0,0,0.0,0.0,18828,81,-24.3101,-47.6426,Litoral Sul Paulista,Registro
Lorena,3527207,2020-05-12,16,4,1.29,1,0,0.14,0.06,86639,414,-22.7334,-45.1197,Vale do Paraíba Paulista,Guaratinguetá
Taguaí,3553005,2020-05-12,1,0,0.14,0,0,0.0,0.0,13319,145,-23.4452,-49.4024,Assis,Ourinhos
Cubatão,3513504,2020-05-12,96,5,7.43,6,1,0.86,0.06,129145,143,-23.8911,-46.424,Metropolitana de São Paulo,Santos
Tupã,3555000,2020-05-12,4,1,0.14,1,0,0.0,0.25,62843,628,-21.9335,-50.5191,Marília,Tupã
Terra Roxa,3554409,2020-05-12,2,0,0.0,0,0,0.0,0.0,9121,222,-20.787,-48.3314,Ribeirão Preto,Jaboticabal 
Itajobi,3521903,2020-05-12,10,0,0.57,1,0,0.0,0.1,14614,502,-21.3123,-49.0629,São José do Rio Preto,Novo Horizonte
Guararema,3518305,2020-05-12,20,0,2.14,1,0,0.0,0.05,29429,271,-23.4112,-46.0369,Metropolitana de São Paulo,Mogi das Cruzes
Quatá,3541703,2020-05-12,8,0,0.71,2,0,0.14,0.25,13935,651,-22.2456,-50.6966,Assis,Assis
Louveira,3527306,2020-05-12,27,2,2.0,2,0,0.0,0.07,48268,55,-23.0856,-46.9484,Macro Metropolitana Paulista,Jundiaí
Promissão,3541604,2020-05-12,4,0,0.0,0,0,0.0,0.0,39667,78,-21.5356,-49.8599,Bauru,Lins
São Vicente,3551009,2020-05-12,295,12,14.86,10,0,0.86,0.03,357929,15,-23.9574,-46.3883,Metropolitana de São Paulo,Santos
São Miguel Arcanjo,3550209,2020-05-12,12,1,0.14,0,0,0.0,0.0,32000,930,-23.8782,-47.9935,Macro Metropolitana Paulista,Piedade
Uru,3555901,2020-05-12,3,0,0.43,1,1,0.14,0.33,1207,15,-21.7866,-49.2848,Bauru,Bauru
Taquarituba,3553807,2020-05-12,3,0,0.29,0,0,0.0,0.0,23193,449,-23.5307,-49.241,Itapetininga ,Itapeva
Tapiratiba,3553609,2020-05-12,1,0,0.14,0,0,0.0,0.0,12610,222,-21.4713,-46.7448,Campinas,São João da Boa Vista
Cândido Mota,3510005,2020-05-12,2,0,0.0,0,0,0.0,0.0,30019,596,-22.7471,-50.3873,Assis,Assis
Santa Rita do Passa Quatro,3547502,2020-05-12,2,0,0.14,1,0,0.0,0.5,26385,754,-21.7083,-47.478,Ribeirão Preto,Ribeirão Preto
Guararapes,3518206,2020-05-12,11,0,0.57,0,0,0.0,0.0,32076,956,-21.2544,-50.6453,Araçatuba,Araçatuba
Araçariguama,3502754,2020-05-12,5,0,0.29,1,0,0.0,0.2,20980,15,-23.4366,-47.0608,Macro Metropolitana Paulista,Sorocaba
Capão Bonito,3510203,2020-05-12,9,0,0.57,4,0,0.43,0.44,46418,1640,-24.0113,-48.3482,Itapetininga ,Capão Bonito
Agudos,3500709,2020-05-12,19,0,0.57,1,0,0.0,0.05,36134,967,-22.4694,-48.9863,Bauru,Bauru
Paranapanema,3535804,2020-05-12,3,0,0.0,0,0,0.0,0.0,19962,1019,-23.3862,-48.7214,Bauru,Avaré
Paraibuna,3535606,2020-05-12,1,0,0.0,0,0,0.0,0.0,18230,810,-23.3872,-45.6639,Vale do Paraíba Paulista,Paraibuna/Paraitinga
Santos,3548500,2020-05-12,1000,35,50.71,67,1,1.71,0.07,428703,281,-23.9535,-46.335,Metropolitana de São Paulo,Santos
Birigui,3506508,2020-05-12,43,2,1.57,0,0,0.0,0.0,121329,530,-21.291,-50.3432,Araçatuba,Birigui
Irapuru,3521606,2020-05-12,5,0,0.71,1,0,0.14,0.2,7334,214,-21.5684,-51.3472,Presidente Prudente,Adamantina
Guareí,3518503,2020-05-12,2,0,0.29,0,0,0.0,0.0,15750,568,-23.3714,-48.1837,Itapetininga ,Itapetininga
Presidente Alves,3541109,2020-05-12,3,0,0.29,0,0,0.0,0.0,4020,287,-22.0999,-49.4381,Bauru,Bauru
Várzea Paulista,3556503,2020-05-12,33,1,2.0,4,0,0.0,0.12,120535,35,-23.2136,-46.8234,Macro Metropolitana Paulista,Jundiaí
Taubaté,3554102,2020-05-12,50,1,1.14,4,0,0.0,0.08,307361,6,-23.0104,-45.5593,Vale do Paraíba Paulista,São José dos Campos
Tuiuti,3554953,2020-05-12,2,0,0.14,0,0,0.0,0.0,6557,127,-22.8193,-46.6937,Macro Metropolitana Paulista,Bragança Paulista
Presidente Venceslau,3541505,2020-05-12,22,0,1.57,6,0,0.0,0.27,38005,76,-21.8732,-51.8447,Presidente Prudente,Presidente Prudente
Diadema,3513801,2020-05-12,456,7,13.71,34,1,1.0,0.07,404477,31,-23.6813,-46.6205,Metropolitana de São Paulo,São Paulo
Canas,3509957,2020-05-12,1,0,0.14,0,0,0.0,0.0,5064,53,-22.7003,-45.0521,Vale do Paraíba Paulista,Guaratinguetá
Divinolândia,3513900,2020-05-12,1,0,0.14,0,0,0.0,0.0,10886,224,-21.6637,-46.7361,Campinas,São João da Boa Vista
Cunha,3513603,2020-05-12,1,0,0.14,0,0,0.0,0.0,21681,1407,-23.0731,-44.9576,Vale do Paraíba Paulista,Paraibuna/Paraitinga
Guapiara,3517604,2020-05-12,1,1,0.14,0,0,0.0,0.0,17775,408,-24.1892,-48.5295,Itapetininga ,Capão Bonito
Presidente Bernardes,3541208,2020-05-12,2,0,0.29,0,0,0.0,0.0,13720,749,-22.0082,-51.5565,Presidente Prudente,Presidente Prudente
Ipiguá,3521150,2020-05-12,1,0,0.14,0,0,0.0,0.0,5231,136,-20.6557,-49.3842,São José do Rio Preto,São José do Rio Preto
Pracinha,3540853,2020-05-12,3,1,0.29,0,0,0.0,0.0,2913,63,-21.8496,-51.0868,Presidente Prudente,Adamantina
Luís Antônio,3527603,2020-05-12,1,1,0.14,0,0,0.0,0.0,14166,598,-21.55,-47.7801,Ribeirão Preto,Ribeirão Preto
Guarulhos,3518800,2020-05-12,1125,34,39.43,133,4,6.86,0.12,1351275,319,-23.4538,-46.5333,Metropolitana de São Paulo,Guarulhos
Limeira,3526902,2020-05-12,60,0,3.29,1,0,0.0,0.02,296300,581,-22.566,-47.397,Piracicaba,Limeira
Iracemápolis,3521408,2020-05-12,14,1,0.29,0,0,0.0,0.0,23654,115,-22.5832,-47.523,Piracicaba,Limeira
Cananéia,3509908,2020-05-12,11,0,0.57,2,0,0.14,0.18,12341,1237,-25.0144,-47.9341,Litoral Sul Paulista,Registro
Vinhedo,3556701,2020-05-12,35,2,0.29,2,0,0.0,0.06,77521,8,-23.0302,-46.9833,Campinas,Campinas
Quintana,3542008,2020-05-12,3,0,0.14,0,0,0.0,0.0,6500,319,-22.0692,-50.307,Marília,Tupã
Sumaré,3552403,2020-05-12,69,1,5.29,2,0,0.0,0.03,283212,153,-22.8204,-47.2728,Campinas,Campinas
Santana de Parnaíba,3547304,2020-05-12,232,9,8.71,8,1,0.57,0.03,138132,180,-23.4439,-46.9178,Metropolitana de São Paulo,Osasco
Aparecida,3502507,2020-05-12,2,0,0.14,0,0,0.0,0.0,35709,121,-22.8495,-45.2325,Vale do Paraíba Paulista,Guaratinguetá
Guará,3517703,2020-05-12,1,0,0.0,1,0,0.0,1.0,20824,362,-20.4302,-47.8236,Ribeirão Preto,Ituverava
Guaratinguetá,3518404,2020-05-12,7,2,0.43,0,0,0.0,0.0,118345,753,-22.8075,-45.1938,Vale do Paraíba Paulista,Guaratinguetá
Américo Brasiliense,3501707,2020-05-12,15,1,1.0,0,0,0.0,0.0,40243,123,-21.7288,-48.1147,Araraquara ,Araraquara
Biritiba Mirim,3506607,2020-05-12,17,2,1.14,0,0,0.0,0.0,32338,317,-23.5698,-46.0407,Metropolitana de São Paulo,Mogi das Cruzes
Campo Limpo Paulista,3509601,2020-05-12,27,1,0.43,3,0,0.0,0.11,82842,8,-23.2078,-46.7889,Macro Metropolitana Paulista,Jundiaí
Santo Expedito,3548302,2020-05-12,1,1,0.14,0,0,0.0,0.0,2972,94,-21.8467,-51.3929,Presidente Prudente,Presidente Prudente
Arandu,3503109,2020-05-12,10,0,0.0,2,0,0.0,0.2,6165,286,-23.1386,-49.0487,Bauru,Avaré
Ourinhos,3534708,2020-05-12,22,0,0.43,3,0,0.0,0.14,110489,296,-22.9797,-49.8697,Assis,Ourinhos
Viradouro,3556800,2020-05-12,1,0,0.14,1,0,0.14,1.0,18347,218,-20.8734,-48.293,Ribeirão Preto,Jaboticabal 
Adamantina,3500105,2020-05-12,15,4,1.14,0,0,0.0,0.0,33894,412,-21.682,-51.0737,Presidente Prudente,Adamantina
Juquitiba,3526209,2020-05-12,8,1,0.43,1,0,0.0,0.12,30401,522,-23.9244,-47.0653,Metropolitana de São Paulo,Itapecerica da Serra
Alumínio,3501152,2020-05-12,1,1,0.14,0,0,0.0,0.0,17972,84,-23.5306,-47.2546,Macro Metropolitana Paulista,Sorocaba
Sete Barras,3551801,2020-05-12,2,0,0.14,0,0,0.0,0.0,12628,106,-24.382,-47.9279,Litoral Sul Paulista,Registro
Campos do Jordão,3509700,2020-05-12,5,1,0.29,0,0,0.0,0.0,50118,291,-22.7296,-45.5833,Vale do Paraíba Paulista,Campos do Jordão
Dobrada,3514007,2020-05-12,3,0,0.29,0,0,0.0,0.0,8904,150,-21.5155,-48.3935,Araraquara ,Araraquara
Pradópolis,3540903,2020-05-12,1,0,0.0,1,0,0.14,1.0,20907,167,-21.3626,-48.0679,Ribeirão Preto,Ribeirão Preto
Mairinque,3528403,2020-05-12,12,1,0.71,0,0,0.0,0.0,46323,210,-23.5398,-47.185,Macro Metropolitana Paulista,Sorocaba
Lindóia,3527009,2020-05-12,3,0,0.0,0,0,0.0,0.0,7722,49,-22.5226,-46.65,Campinas,Amparo
Guapiaçu,3517505,2020-05-12,3,0,0.43,0,0,0.0,0.0,20848,325,-20.7959,-49.2172,São José do Rio Preto,São José do Rio Preto
Ipuã,3521309,2020-05-12,6,1,0.86,0,0,0.0,0.0,15861,466,-20.4438,-48.0129,Ribeirão Preto,São Joaquim da Barra
Pacaembu,3534906,2020-05-12,1,0,0.14,1,0,0.14,1.0,13056,339,-21.5627,-51.2654,Presidente Prudente,Adamantina
Guaraçaí,3517802,2020-05-12,2,0,0.14,0,0,0.0,0.0,8412,57,-21.0292,-51.2119,Araçatuba,Andradina
Guzolândia,3518909,2020-05-12,1,0,0.0,0,0,0.0,0.0,5107,252,-20.6467,-50.6645,São José do Rio Preto,Auriflama
Presidente Epitácio,3541307,2020-05-12,3,0,0.29,1,0,0.14,0.33,42400,1260,-21.7651,-52.1111,Presidente Prudente,Presidente Prudente
Campinas,3509502,2020-05-12,643,28,30.43,27,1,0.71,0.04,1175501,795,-22.9053,-47.0659,Campinas,Campinas
Santo Antônio do Pinhal,3548203,2020-05-12,4,0,0.29,1,0,0.0,0.25,6628,133,-22.827,-45.663,Vale do Paraíba Paulista,Campos do Jordão
Bady Bassitt,3504602,2020-05-12,10,1,1.14,2,1,0.14,0.2,16329,110,-20.9197,-49.4385,São José do Rio Preto,São José do Rio Preto
Santa Maria da Serra,3547007,2020-05-12,2,0,0.14,0,0,0.0,0.0,6141,253,-22.5661,-48.1593,Piracicaba,Piracicaba
Batatais,3505906,2020-05-12,2,0,0.0,1,0,0.0,0.5,60222,850,-20.8929,-47.5921,Ribeirão Preto,Batatais
Palmital,3535309,2020-05-12,1,0,0.0,0,0,0.0,0.0,21599,548,-22.7858,-50.218,Assis,Assis
Itanhaém,3522109,2020-05-12,21,1,0.43,1,0,0.0,0.05,98757,602,-24.1736,-46.788,Litoral Sul Paulista,Itanhaém
Águas de São Pedro,3500600,2020-05-12,1,0,0.0,0,0,0.0,0.0,3122,4,-22.5977,-47.8734,Piracicaba,Piracicaba
Presidente Prudente,3541406,2020-05-12,63,4,5.29,4,0,0.14,0.06,221073,561,-22.1207,-51.3925,Presidente Prudente,Presidente Prudente
Leme,3526704,2020-05-12,12,0,0.57,3,0,0.0,0.25,100975,403,-22.1809,-47.3841,Piracicaba,Limeira
Pratânia,3541059,2020-05-12,3,0,0.14,0,0,0.0,0.0,5156,18,-22.8112,-48.6636,Bauru,Botucatu
Teodoro Sampaio,3554300,2020-05-12,1,0,0.14,0,0,0.0,0.0,22414,156,-22.5299,-52.1682,Presidente Prudente,Presidente Prudente
Guarujá,3518701,2020-05-12,277,10,11.57,15,0,0.71,0.05,316405,145,-23.9888,-46.258,Metropolitana de São Paulo,Santos
Lençóis Paulista,3526803,2020-05-12,27,14,3.0,1,0,0.0,0.04,66343,810,-22.6027,-48.8037,Bauru,Bauru
Cajuru,3509403,2020-05-12,3,0,0.14,0,0,0.0,0.0,25663,660,-21.2749,-47.303,Ribeirão Preto,Batatais
São Manuel,3550100,2020-05-12,15,0,0.14,1,0,0.0,0.07,39574,651,-22.7321,-48.5723,Bauru,Botucatu
Lavrinhas,3526605,2020-05-12,2,0,0.0,1,0,0.0,0.5,7167,167,-22.57,-44.9024,Vale do Paraíba Paulista,Guaratinguetá
Poá,3539806,2020-05-13,109,12,5.0,15,1,1.0,0.14,115538,17,-23.5333,-46.3473,Metropolitana de São Paulo,Mogi das Cruzes
Piraju,3538808,2020-05-13,29,2,2.0,2,0,0.0,0.07,28574,505,-23.1981,-49.3803,Assis,Ourinhos
Cedral,3511300,2020-05-13,1,0,0.0,0,0,0.0,0.0,8836,198,-20.9009,-49.2664,São José do Rio Preto,São José do Rio Preto
Itu,3523909,2020-05-13,48,22,3.71,7,3,0.57,0.15,169772,641,-23.2544,-47.2927,Macro Metropolitana Paulista,Sorocaba
Jandira,3525003,2020-05-13,121,7,4.86,8,0,0.29,0.07,123603,17,-23.5275,-46.9023,Metropolitana de São Paulo,Osasco
Dobrada,3514007,2020-05-13,3,0,0.29,0,0,0.0,0.0,8904,150,-21.5155,-48.3935,Araraquara ,Araraquara
Itatinga,3523503,2020-05-13,3,1,0.29,0,0,0.0,0.0,20550,980,-23.1047,-48.6157,Bauru,Avaré
Estrela d'Oeste,3515202,2020-05-13,1,0,0.0,0,0,0.0,0.0,8094,296,-20.2875,-50.4049,São José do Rio Preto,Fernandópolis
Jardinópolis,3525102,2020-05-13,11,3,0.71,1,0,0.0,0.09,42893,502,-21.0176,-47.7606,Ribeirão Preto,Ribeirão Preto
Poloni,3539905,2020-05-13,1,0,0.14,0,0,0.0,0.0,5667,135,-20.7829,-49.8258,São José do Rio Preto,Nhandeara 
Cosmópolis,3512803,2020-05-13,6,0,0.43,0,0,0.0,0.0,71282,155,-22.6419,-47.1926,Campinas,Campinas
União Paulista,3555703,2020-05-13,1,0,0.14,0,0,0.0,0.0,1739,79,-20.8862,-49.9025,São José do Rio Preto,Nhandeara 
Novo Horizonte,3533502,2020-05-13,8,0,0.43,0,0,0.0,0.0,38954,932,-21.4651,-49.2234,São José do Rio Preto,Novo Horizonte
Pradópolis,3540903,2020-05-13,1,0,0.0,1,0,0.14,1.0,20907,167,-21.3626,-48.0679,Ribeirão Preto,Ribeirão Preto
São José do Rio Preto,3549805,2020-05-13,307,12,24.71,10,0,0.14,0.03,447924,432,-20.8113,-49.3758,São José do Rio Preto,São José do Rio Preto
Garça,3516705,2020-05-13,6,0,0.0,0,0,0.0,0.0,42483,556,-22.2125,-49.6546,Marília,Marília
Sumaré,3552403,2020-05-13,73,4,5.0,3,1,0.14,0.04,283212,153,-22.8204,-47.2728,Campinas,Campinas
