Município,codigo_ibge,Data,Total_de_Casos,Novos_Casos,Casos_por_mm7d,Total_de_Óbitos,Novos_Óbitos,Óbitos_por_mm7d,Letalidade,População,Área_(Km2),Latitude,Longitude,Mesorregião,Microrregião
Hortolândia,3519071,2020-04-07,2,1,0.14,0,0,0.0,0.0,230268,62,-22.8529,-47.2143,Campinas,Campinas
Pariquera-Açu,3536208,2020-04-07,1,0,0.14,0,0,0.0,0.0,19251,359,-24.7147,-47.8742,Litoral Sul Paulista,Registro
Pirajuí,3538907,2020-04-07,1,0,0.0,0,0,0.0,0.0,23259,824,-21.999,-49.4608,Bauru,Bauru
Salto,3545209,2020-04-07,1,1,0.14,0,0,0.0,0.0,115372,133,-23.1996,-47.2931,Macro Metropolitana Paulista,Sorocaba
São Manuel,3550100,2020-04-07,1,0,0.14,0,0,0.0,0.0,39574,651,-22.7321,-48.5723,Bauru,Botucatu
Taubaté,3554102,2020-04-07,4,2,0.43,0,0,0.0,0.0,307361,6,-23.0104,-45.5593,Vale do Paraíba Paulista,São José dos Campos
Mairiporã,3528502,2020-04-07,7,1,0.71,2,0,0.29,0.29,98622,32,-23.3171,-46.5897,Metropolitana de São Paulo,Franco da Rocha
Promissão,3541604,2020-04-08,1,0,0.14,0,0,0.0,0.0,39667,78,-21.5356,-49.8599,Bauru,Lins
Santos,3548500,2020-04-08,109,22,12.29,3,1,0.43,0.03,428703,281,-23.9535,-46.335,Metropolitana de São Paulo,Santos
Santana de Parnaíba,3547304,2020-04-08,29,2,1.57,0,0,0.0,0.0,138132,180,-23.4439,-46.9178,Metropolitana de São Paulo,Osasco
Pariquera-Açu,3536208,2020-04-08,1,0,0.14,0,0,0.0,0.0,19251,359,-24.7147,-47.8742,Litoral Sul Paulista,Registro
Laranjal Paulista,3526407,2020-04-08,2,2,0.29,1,1,0.14,0.5,27834,384,-23.0506,-47.8375,Itapetininga ,Tatuí
Votuporanga,3557105,2020-04-08,3,0,0.29,0,0,0.0,0.0,91760,42,-20.4237,-49.9781,São José do Rio Preto,Votuporanga
Itu,3523909,2020-04-08,1,0,0.14,0,0,0.0,0.0,169772,641,-23.2544,-47.2927,Macro Metropolitana Paulista,Sorocaba
Limeira,3526902,2020-04-08,2,0,0.0,0,0,0.0,0.0,296300,581,-22.566,-47.397,Piracicaba,Limeira
Jacareí,3524402,2020-04-08,1,1,0.14,0,0,0.0,0.0,227945,464,-23.2983,-45.9658,Vale do Paraíba Paulista,São José dos Campos
Bragança Paulista,3507605,2020-04-08,16,0,2.29,2,0,0.29,0.12,163980,513,-22.9527,-46.5419,Macro Metropolitana Paulista,Bragança Paulista
Sumaré,3552403,2020-04-08,2,0,0.29,0,0,0.0,0.0,283212,153,-22.8204,-47.2728,Campinas,Campinas
Tanabi,3553401,2020-04-08,1,1,0.14,0,0,0.0,0.0,25105,747,-20.6228,-49.6563,São José do Rio Preto,São José do Rio Preto
São Manuel,3550100,2020-04-08,1,0,0.14,0,0,0.0,0.0,39574,651,-22.7321,-48.5723,Bauru,Botucatu
Guarujá,3518701,2020-04-08,6,0,0.71,0,0,0.0,0.0,316405,145,-23.9888,-46.258,Metropolitana de São Paulo,Santos
Presidente Venceslau,3541505,2020-04-08,2,0,0.29,1,0,0.14,0.5,38005,76,-21.8732,-51.8447,Presidente Prudente,Presidente Prudente
Praia Grande,3541000,2020-04-08,12,1,1.57,0,0,0.0,0.0,316844,149,-24.0084,-46.4121,Metropolitana de São Paulo,Santos
Carapicuíba,3510609,2020-04-08,20,1,1.86,2,1,0.29,0.1,394598,35,-23.5235,-46.8407,Metropolitana de São Paulo,Osasco
São Roque,3550605,2020-04-08,2,1,0.29,0,0,0.0,0.0,87435,307,-23.5226,-47.1357,Macro Metropolitana Paulista,Sorocaba
Campinas,3509502,2020-04-08,72,22,7.14,5,1,0.57,0.07,1175501,795,-22.9053,-47.0659,Campinas,Campinas
Presidente Prudente,3541406,2020-04-08,1,1,0.14,0,0,0.0,0.0,221073,561,-22.1207,-51.3925,Presidente Prudente,Presidente Prudente
Mairiporã,3528502,2020-04-08,7,0,0.71,2,0,0.29,0.29,98622,32,-23.3171,-46.5897,Metropolitana de São Paulo,Franco da Rocha
Itupeva,3524006,2020-04-08,1,0,0.0,0,0,0.0,0.0,59159,201,-23.1526,-47.0593,Macro Metropolitana Paulista,Jundiaí
São Vicente,3551009,2020-04-08,11,1,1.29,0,0,0.0,0.0,357929,15,-23.9574,-46.3883,Metropolitana de São Paulo,Santos
Caraguatatuba,3510500,2020-04-08,2,0,0.29,1,0,0.14,0.5,116106,485,-23.6125,-45.4125,Vale do Paraíba Paulista,Caraguatatuba
Americana,3501608,2020-04-08,3,0,0.14,2,0,0.29,0.67,233458,134,-22.7374,-47.3331,Campinas,Campinas
São Paulo,3550308,2020-04-08,4947,689,361.29,339,43,27.86,0.07,11869660,1521,-23.5329,-46.6395,Metropolitana de São Paulo,São Paulo
Guarulhos,3518800,2020-04-08,119,45,13.43,7,0,0.71,0.06,1351275,319,-23.4538,-46.5333,Metropolitana de São Paulo,Guarulhos
Batatais,3505906,2020-04-08,1,1,0.14,0,0,0.0,0.0,60222,850,-20.8929,-47.5921,Ribeirão Preto,Batatais
Salto,3545209,2020-04-08,2,1,0.29,0,0,0.0,0.0,115372,133,-23.1996,-47.2931,Macro Metropolitana Paulista,Sorocaba
Vinhedo,3556701,2020-04-08,2,1,0.14,0,0,0.0,0.0,77521,8,-23.0302,-46.9833,Campinas,Campinas
Marília,3529005,2020-04-08,2,0,0.29,0,0,0.0,0.0,231554,1171,-22.2171,-49.9501,Marília,Marília
Brodowski,3507803,2020-04-08,2,1,0.14,0,0,0.0,0.0,23943,278,-20.9845,-47.6572,Ribeirão Preto,Ribeirão Preto
Lençóis Paulista,3526803,2020-04-08,2,0,0.14,0,0,0.0,0.0,66343,810,-22.6027,-48.8037,Bauru,Bauru
Louveira,3527306,2020-04-08,1,0,0.0,0,0,0.0,0.0,48268,55,-23.0856,-46.9484,Macro Metropolitana Paulista,Jundiaí
Rio Grande da Serra,3544103,2020-04-08,4,3,0.57,0,0,0.0,0.0,49816,36,-23.7437,-46.3971,Metropolitana de São Paulo,São Paulo
Suzano,3552502,2020-04-08,16,3,1.71,1,0,0.14,0.06,291002,206,-23.5448,-46.3112,Metropolitana de São Paulo,Mogi das Cruzes
Guararapes,3518206,2020-04-08,3,1,0.43,0,0,0.0,0.0,32076,956,-21.2544,-50.6453,Araçatuba,Araçatuba
Vargem Grande Paulista,3556453,2020-04-08,5,0,0.43,2,0,0.14,0.4,52762,42,-23.5993,-47.022,Metropolitana de São Paulo,Itapecerica da Serra
Agudos,3500709,2020-04-08,1,0,0.14,1,1,0.14,1.0,36134,967,-22.4694,-48.9863,Bauru,Bauru
Jaboticabal,3524303,2020-04-08,4,0,0.57,1,0,0.14,0.25,74221,71,-21.252,-48.3252,Ribeirão Preto,Jaboticabal 
Atibaia,3504107,2020-04-08,9,0,1.29,0,0,0.0,0.0,139606,479,-23.1171,-46.5563,Macro Metropolitana Paulista,Bragança Paulista
Salto de Pirapora,3545308,2020-04-08,2,0,0.14,0,0,0.0,0.0,44223,281,-23.6474,-47.5743,Macro Metropolitana Paulista,Sorocaba
Matão,3529302,2020-04-08,2,0,0.14,0,0,0.0,0.0,80020,52,-21.6025,-48.364,Araraquara ,Araraquara
Franco da Rocha,3516408,2020-04-08,16,7,1.71,1,0,0.14,0.06,152201,133,-23.3229,-46.729,Metropolitana de São Paulo,Franco da Rocha
Araraquara,3503208,2020-04-08,5,0,0.71,0,0,0.0,0.0,227618,1004,-21.7845,-48.178,Araraquara ,Araraquara
Sertãozinho,3551702,2020-04-08,1,1,0.14,0,0,0.0,0.0,122355,403,-21.1316,-47.9875,Ribeirão Preto,Ribeirão Preto
Assis,3504008,2020-04-08,2,0,0.29,0,0,0.0,0.0,101381,461,-22.66,-50.4183,Assis,Assis
Franca,3516200,2020-04-08,2,1,0.29,0,0,0.0,0.0,342125,606,-20.5352,-47.4039,Ribeirão Preto,Franca
Diadema,3513801,2020-04-08,46,11,6.57,1,0,0.14,0.02,404477,31,-23.6813,-46.6205,Metropolitana de São Paulo,São Paulo
Santo André,3547809,2020-04-08,113,15,8.86,3,0,0.14,0.03,693867,176,-23.6737,-46.5432,Metropolitana de São Paulo,São Paulo
Piracicaba,3538709,2020-04-08,12,2,1.0,0,0,0.0,0.0,389873,1378,-22.7338,-47.6476,Piracicaba,Piracicaba
Araras,3503307,2020-04-08,2,0,0.29,0,0,0.0,0.0,131057,645,-22.3572,-47.3842,Piracicaba,Limeira
Santa Isabel,3546801,2020-04-08,1,0,0.0,0,0,0.0,0.0,55086,363,-23.3172,-46.2237,Metropolitana de São Paulo,Guarulhos
Botucatu,3507506,2020-04-08,9,1,1.29,1,1,0.14,0.11,141135,1483,-22.8837,-48.4437,Bauru,Botucatu
Catanduva,3511102,2020-04-08,1,0,0.14,1,1,0.14,1.0,117206,29,-21.1314,-48.977,São José do Rio Preto,Catanduva
Avaré,3504503,2020-04-08,1,1,0.14,0,0,0.0,0.0,87538,1213,-23.1067,-48.9251,Bauru,Avaré
Caieiras,3509007,2020-04-08,31,10,2.86,4,0,0.43,0.13,100612,98,-23.3607,-46.7397,Metropolitana de São Paulo,Franco da Rocha
Rio Claro,3543907,2020-04-08,3,0,0.43,0,0,0.0,0.0,201212,498,-22.3984,-47.5546,Piracicaba,Rio Claro
Itapecerica da Serra,3522208,2020-04-08,20,8,2.29,1,0,0.14,0.05,169619,151,-23.7161,-46.8572,Metropolitana de São Paulo,Itapecerica da Serra
Caçapava,3508504,2020-04-08,2,2,0.29,0,0,0.0,0.0,91217,369,-23.0992,-45.7076,Vale do Paraíba Paulista,São José dos Campos
Poá,3539806,2020-04-08,7,1,0.86,1,0,0.14,0.14,115538,17,-23.5333,-46.3473,Metropolitana de São Paulo,Mogi das Cruzes
Jales,3524808,2020-04-08,1,1,0.14,0,0,0.0,0.0,47254,369,-20.2672,-50.5494,São José do Rio Preto,Jales
José Bonifácio,3525706,2020-04-08,2,0,0.29,0,0,0.0,0.0,35981,86,-21.0551,-49.6892,São José do Rio Preto,São José do Rio Preto
São José do Rio Pardo,3549706,2020-04-08,1,0,0.0,0,0,0.0,0.0,53206,420,-21.5953,-46.8873,Campinas,São João da Boa Vista
Ribeirão Pires,3543303,2020-04-08,12,3,1.57,0,0,0.0,0.0,118968,99,-23.7067,-46.4058,Metropolitana de São Paulo,São Paulo
Itararé,3523206,2020-04-08,1,0,0.14,0,0,0.0,0.0,49018,1004,-24.1085,-49.3352,Itapetininga ,Itapeva
Peruíbe,3537602,2020-04-08,3,1,0.43,0,0,0.0,0.0,66201,326,-24.312,-47.0012,Litoral Sul Paulista,Itanhaém
Dracena,3514403,2020-04-08,1,0,0.14,1,0,0.14,1.0,44995,488,-21.4843,-51.535,Presidente Prudente,Dracena
Orlândia,3534302,2020-04-08,2,0,0.29,0,0,0.0,0.0,42266,292,-20.7169,-47.8852,Ribeirão Preto,São Joaquim da Barra
Itapira,3522604,2020-04-08,1,0,0.14,0,0,0.0,0.0,71500,518,-22.4357,-46.8224,Campinas,Mogi Mirim
Ilha Comprida,3520426,2020-04-08,6,1,0.86,0,0,0.0,0.0,10296,197,-24.7307,-47.5383,Litoral Sul Paulista,Registro
Bebedouro,3506102,2020-04-08,1,0,0.14,0,0,0.0,0.0,74155,683,-20.9491,-48.4791,Ribeirão Preto,Jaboticabal 
Barretos,3505500,2020-04-08,4,3,0.57,0,0,0.0,0.0,118048,1566,-20.5531,-48.5698,Ribeirão Preto,Barretos
São José do Rio Preto,3549805,2020-04-08,36,8,4.14,1,0,0.14,0.03,447924,432,-20.8113,-49.3758,São José do Rio Preto,São José do Rio Preto
Mococa,3530508,2020-04-08,1,1,0.14,0,0,0.0,0.0,66753,855,-21.4647,-47.0024,Campinas,São João da Boa Vista
Francisco Morato,3516309,2020-04-08,9,0,1.29,1,0,0.14,0.11,174403,0,-23.2792,-46.7448,Metropolitana de São Paulo,Franco da Rocha
Joanópolis,3525508,2020-04-08,1,1,0.14,0,0,0.0,0.0,12666,374,-22.927,-46.2741,Macro Metropolitana Paulista,Bragança Paulista
Boituva,3507001,2020-04-08,2,0,0.29,0,0,0.0,0.0,57292,249,-23.2855,-47.6786,Itapetininga ,Tatuí
Sorocaba,3552205,2020-04-08,13,2,1.43,2,0,0.14,0.15,658547,450,-23.4969,-47.4451,Macro Metropolitana Paulista,Sorocaba
Votorantim,3557006,2020-04-08,2,0,0.14,0,0,0.0,0.0,119824,184,-23.5446,-47.4388,Macro Metropolitana Paulista,Sorocaba
São Pedro,3550407,2020-04-08,1,0,0.14,0,0,0.0,0.0,34208,611,-22.5483,-47.9096,Piracicaba,Piracicaba
Araçatuba,3502804,2020-04-08,12,4,1.43,0,0,0.0,0.0,190469,1167,-21.2076,-50.4401,Araçatuba,Araçatuba
Cajamar,3509205,2020-04-08,3,0,0.29,0,0,0.0,0.0,77627,131,-23.355,-46.8781,Metropolitana de São Paulo,Osasco
Cravinhos,3513108,2020-04-08,2,0,0.29,1,0,0.14,0.5,34428,311,-21.338,-47.7324,Ribeirão Preto,Ribeirão Preto
Pindorama,3538105,2020-04-08,1,1,0.14,0,0,0.0,0.0,16255,185,-21.1853,-48.9086,São José do Rio Preto,Catanduva
São Caetano do Sul,3548807,2020-04-08,57,7,3.57,1,0,0.0,0.02,151244,15,-23.6229,-46.5548,Metropolitana de São Paulo,São Paulo
Mirassol,3530300,2020-04-08,3,1,0.43,0,0,0.0,0.0,57824,243,-20.8169,-49.5206,São José do Rio Preto,São José do Rio Preto
Jaú,3525300,2020-04-08,1,0,0.14,0,0,0.0,0.0,147505,69,-22.2936,-48.5592,Bauru,Jaú
Paulínia,3536505,2020-04-08,2,0,0.14,0,0,0.0,0.0,105037,139,-22.7542,-47.1488,Campinas,Campinas
Ferraz de Vasconcelos,3515707,2020-04-08,26,7,2.43,0,0,0.0,0.0,193037,30,-23.5411,-46.371,Metropolitana de São Paulo,Mogi das Cruzes
Pindamonhangaba,3538006,2020-04-08,1,0,0.14,0,0,0.0,0.0,163611,7,-22.9246,-45.4613,Vale do Paraíba Paulista,São José dos Campos
Birigui,3506508,2020-04-08,2,0,0.29,0,0,0.0,0.0,121329,530,-21.291,-50.3432,Araçatuba,Birigui
Valinhos,3556206,2020-04-08,4,0,0.43,0,0,0.0,0.0,124742,149,-22.9698,-46.9974,Campinas,Campinas
Itaquaquecetuba,3523107,2020-04-08,20,5,2.43,0,0,0.0,0.0,370589,83,-23.4835,-46.3457,Metropolitana de São Paulo,Mogi das Cruzes
Bady Bassitt,3504602,2020-04-08,1,1,0.14,0,0,0.0,0.0,16329,110,-20.9197,-49.4385,São José do Rio Preto,São José do Rio Preto
Itatiba,3523404,2020-04-08,1,0,0.14,1,0,0.14,1.0,117916,322,-23.0035,-46.8464,Macro Metropolitana Paulista,Bragança Paulista
Cedral,3511300,2020-04-08,1,0,0.14,0,0,0.0,0.0,8836,198,-20.9009,-49.2664,São José do Rio Preto,São José do Rio Preto
São Carlos,3548906,2020-04-08,1,0,0.14,0,0,0.0,0.0,242632,1137,-22.0174,-47.886,Araraquara ,São Carlos
Indaiatuba,3520509,2020-04-08,3,0,0.14,0,0,0.0,0.0,242868,312,-23.0816,-47.2101,Campinas,Campinas
Jaguariúna,3524709,2020-04-08,1,0,0.0,0,0,0.0,0.0,54848,141,-22.7037,-46.9851,Campinas,Campinas
Mogi Guaçu,3530706,2020-04-08,2,1,0.14,1,1,0.14,0.5,148325,813,-22.3675,-46.9428,Campinas,Mogi Mirim
Embu das Artes,3515004,2020-04-08,27,5,2.71,1,0,0.0,0.04,270790,7,-23.6437,-46.8579,Metropolitana de São Paulo,Itapecerica da Serra
Taboão da Serra,3552809,2020-04-08,59,9,5.29,4,1,0.43,0.07,283871,20,-23.6019,-46.7526,Metropolitana de São Paulo,Itapecerica da Serra
Nova Odessa,3533403,2020-04-08,1,0,0.14,0,0,0.0,0.0,58039,74,-22.7832,-47.2941,Campinas,Campinas
Tatuí,3554003,2020-04-08,2,0,0.14,0,0,0.0,0.0,120123,524,-23.3487,-47.8461,Itapetininga ,Tatuí
Ribeirão Preto,3543402,2020-04-08,36,7,4.0,3,1,0.29,0.08,683777,651,-21.1699,-47.8099,Ribeirão Preto,Ribeirão Preto
Águas de Lindóia,3500501,2020-04-08,1,0,0.14,1,1,0.14,1.0,18374,60,-22.4733,-46.6314,Campinas,Amparo
Hortolândia,3519071,2020-04-08,2,0,0.14,0,0,0.0,0.0,230268,62,-22.8529,-47.2143,Campinas,Campinas
Olímpia,3533908,2020-04-08,2,2,0.29,0,0,0.0,0.0,52516,803,-20.7366,-48.9106,São José do Rio Preto,São José do Rio Preto
Santa Cruz do Rio Pardo,3546405,2020-04-08,1,0,0.14,0,0,0.0,0.0,46110,1115,-22.8988,-49.6354,Assis,Ourinhos
Taubaté,3554102,2020-04-08,5,1,0.57,0,0,0.0,0.0,307361,6,-23.0104,-45.5593,Vale do Paraíba Paulista,São José dos Campos
Bauru,3506003,2020-04-08,8,1,1.14,1,0,0.14,0.12,364225,668,-22.3246,-49.0871,Bauru,Bauru
Pirajuí,3538907,2020-04-08,1,0,0.0,0,0,0.0,0.0,23259,824,-21.999,-49.4608,Bauru,Bauru
Itapetininga,3522307,2020-04-08,1,0,0.14,0,0,0.0,0.0,160150,1789,-23.5886,-48.0483,Itapetininga ,Itapetininga
Santa Branca,3546009,2020-04-08,2,0,0.29,1,0,0.14,0.5,14179,272,-23.3933,-45.8875,Vale do Paraíba Paulista,São José dos Campos
Itapevi,3522505,2020-04-08,13,1,1.0,2,1,0.29,0.15,237714,83,-23.5488,-46.9327,Metropolitana de São Paulo,Osasco
Ibiúna,3519709,2020-04-08,1,0,0.14,0,0,0.0,0.0,76430,1058,-23.6596,-47.223,Macro Metropolitana Paulista,Piedade
Cotia,3513009,2020-04-08,46,11,3.57,3,0,0.14,0.07,247424,324,-23.6022,-46.919,Metropolitana de São Paulo,Itapecerica da Serra
Barueri,3505708,2020-04-08,41,7,2.86,2,0,0.29,0.05,264390,7,-23.5057,-46.879,Metropolitana de São Paulo,Osasco
Jandira,3525003,2020-04-08,3,0,0.14,0,0,0.0,0.0,123603,17,-23.5275,-46.9023,Metropolitana de São Paulo,Osasco
São Sebastião,3550704,2020-04-08,3,0,0.0,1,0,0.14,0.33,87135,40,-23.7951,-45.4143,Vale do Paraíba Paulista,Caraguatatuba
Cachoeira Paulista,3508603,2020-04-08,1,0,0.0,0,0,0.0,0.0,32231,288,-22.6665,-45.0154,Vale do Paraíba Paulista,Guaratinguetá
Jundiaí,3525904,2020-04-08,11,4,0.86,1,1,0.14,0.09,407016,431,-23.1852,-46.8974,Macro Metropolitana Paulista,Jundiaí
Itanhaém,3522109,2020-04-08,2,0,0.0,0,0,0.0,0.0,98757,602,-24.1736,-46.788,Litoral Sul Paulista,Itanhaém
São Bernardo do Campo,3548708,2020-04-08,147,18,13.57,7,1,0.71,0.05,812086,410,-23.6914,-46.5646,Metropolitana de São Paulo,São Paulo
Mogi das Cruzes,3530607,2020-04-08,30,3,2.71,0,0,0.0,0.0,432905,713,-23.5208,-46.1854,Metropolitana de São Paulo,Mogi das Cruzes
Monte Alto,3531308,2020-04-08,1,0,0.14,0,0,0.0,0.0,48405,347,-21.2655,-48.4971,Ribeirão Preto,Jaboticabal 
Arujá,3503901,2020-04-08,8,2,0.86,1,0,0.14,0.12,89744,96,-23.3965,-46.32,Metropolitana de São Paulo,Guarulhos
Mauá,3529401,2020-04-08,32,4,4.14,0,0,0.0,0.0,460132,62,-23.6677,-46.4613,Metropolitana de São Paulo,São Paulo
Embu-Guaçu,3515103,2020-04-08,2,1,0.29,0,0,0.0,0.0,68053,156,-23.8297,-46.8136,Metropolitana de São Paulo,Itapecerica da Serra
São José dos Campos,3549904,2020-04-08,77,16,9.29,0,0,0.0,0.0,710654,1099,-23.1896,-45.8841,Vale do Paraíba Paulista,São José dos Campos
Osasco,3534401,2020-04-08,99,15,8.0,6,2,0.57,0.06,680964,65,-23.5324,-46.7916,Metropolitana de São Paulo,Osasco
Penápolis,3537305,2020-04-08,1,0,0.0,0,0,0.0,0.0,60774,711,-21.4148,-50.0769,Araçatuba,Birigui
Terra Roxa,3554409,2020-04-08,1,0,0.14,0,0,0.0,0.0,9121,222,-20.787,-48.3314,Ribeirão Preto,Jaboticabal 
Itapecerica da Serra,3522208,2020-04-09,22,2,2.57,1,0,0.14,0.05,169619,151,-23.7161,-46.8572,Metropolitana de São Paulo,Itapecerica da Serra
São José do Rio Preto,3549805,2020-04-09,37,1,4.29,1,0,0.14,0.03,447924,432,-20.8113,-49.3758,São José do Rio Preto,São José do Rio Preto
Jaguariúna,3524709,2020-04-09,1,0,0.0,0,0,0.0,0.0,54848,141,-22.7037,-46.9851,Campinas,Campinas
São José dos Campos,3549904,2020-04-09,81,4,9.57,1,1,0.14,0.01,710654,1099,-23.1896,-45.8841,Vale do Paraíba Paulista,São José dos Campos
Votorantim,3557006,2020-04-09,2,0,0.0,0,0,0.0,0.0,119824,184,-23.5446,-47.4388,Macro Metropolitana Paulista,Sorocaba
Vinhedo,3556701,2020-04-09,7,5,0.86,0,0,0.0,0.0,77521,8,-23.0302,-46.9833,Campinas,Campinas
São João da Boa Vista,3549102,2020-04-09,1,1,0.14,0,0,0.0,0.0,87340,52,-21.9707,-46.7944,Campinas,São João da Boa Vista
Agudos,3500709,2020-04-09,1,0,0.0,1,0,0.14,1.0,36134,967,-22.4694,-48.9863,Bauru,Bauru
Santos,3548500,2020-04-09,130,21,13.29,4,1,0.57,0.03,428703,281,-23.9535,-46.335,Metropolitana de São Paulo,Santos
Joanópolis,3525508,2020-04-09,1,0,0.14,0,0,0.0,0.0,12666,374,-22.927,-46.2741,Macro Metropolitana Paulista,Bragança Paulista
Bady Bassitt,3504602,2020-04-09,1,0,0.14,0,0,0.0,0.0,16329,110,-20.9197,-49.4385,São José do Rio Preto,São José do Rio Preto
Praia Grande,3541000,2020-04-09,13,1,1.71,1,1,0.14,0.08,316844,149,-24.0084,-46.4121,Metropolitana de São Paulo,Santos
Guarujá,3518701,2020-04-09,6,0,0.43,0,0,0.0,0.0,316405,145,-23.9888,-46.258,Metropolitana de São Paulo,Santos
Rio Grande da Serra,3544103,2020-04-09,4,0,0.57,0,0,0.0,0.0,49816,36,-23.7437,-46.3971,Metropolitana de São Paulo,São Paulo
Itu,3523909,2020-04-09,2,1,0.14,0,0,0.0,0.0,169772,641,-23.2544,-47.2927,Macro Metropolitana Paulista,Sorocaba
Orlândia,3534302,2020-04-09,2,0,0.29,0,0,0.0,0.0,42266,292,-20.7169,-47.8852,Ribeirão Preto,São Joaquim da Barra
Caieiras,3509007,2020-04-09,31,0,2.29,4,0,0.43,0.13,100612,98,-23.3607,-46.7397,Metropolitana de São Paulo,Franco da Rocha
Indaiatuba,3520509,2020-04-09,3,0,0.14,0,0,0.0,0.0,242868,312,-23.0816,-47.2101,Campinas,Campinas
Piracicaba,3538709,2020-04-09,12,0,1.0,0,0,0.0,0.0,389873,1378,-22.7338,-47.6476,Piracicaba,Piracicaba
Bebedouro,3506102,2020-04-09,1,0,0.14,0,0,0.0,0.0,74155,683,-20.9491,-48.4791,Ribeirão Preto,Jaboticabal 
Jacareí,3524402,2020-04-09,1,0,0.14,0,0,0.0,0.0,227945,464,-23.2983,-45.9658,Vale do Paraíba Paulista,São José dos Campos
São Manuel,3550100,2020-04-09,3,2,0.43,1,1,0.14,0.33,39574,651,-22.7321,-48.5723,Bauru,Botucatu
Hortolândia,3519071,2020-04-09,2,0,0.14,0,0,0.0,0.0,230268,62,-22.8529,-47.2143,Campinas,Campinas
Ferraz de Vasconcelos,3515707,2020-04-09,28,2,2.29,0,0,0.0,0.0,193037,30,-23.5411,-46.371,Metropolitana de São Paulo,Mogi das Cruzes
Santa Cruz do Rio Pardo,3546405,2020-04-09,1,0,0.14,0,0,0.0,0.0,46110,1115,-22.8988,-49.6354,Assis,Ourinhos
Atibaia,3504107,2020-04-09,11,2,1.57,0,0,0.0,0.0,139606,479,-23.1171,-46.5563,Macro Metropolitana Paulista,Bragança Paulista
Paulínia,3536505,2020-04-09,4,2,0.43,0,0,0.0,0.0,105037,139,-22.7542,-47.1488,Campinas,Campinas
Pirajuí,3538907,2020-04-09,1,0,0.0,0,0,0.0,0.0,23259,824,-21.999,-49.4608,Bauru,Bauru
Itanhaém,3522109,2020-04-09,2,0,0.0,0,0,0.0,0.0,98757,602,-24.1736,-46.788,Litoral Sul Paulista,Itanhaém
Americana,3501608,2020-04-09,3,0,0.14,2,0,0.29,0.67,233458,134,-22.7374,-47.3331,Campinas,Campinas
Batatais,3505906,2020-04-09,1,0,0.14,0,0,0.0,0.0,60222,850,-20.8929,-47.5921,Ribeirão Preto,Batatais
Presidente Prudente,3541406,2020-04-09,3,2,0.43,2,2,0.29,0.67,221073,561,-22.1207,-51.3925,Presidente Prudente,Presidente Prudente
Penápolis,3537305,2020-04-09,1,0,0.0,0,0,0.0,0.0,60774,711,-21.4148,-50.0769,Araçatuba,Birigui
São Roque,3550605,2020-04-09,3,1,0.43,0,0,0.0,0.0,87435,307,-23.5226,-47.1357,Macro Metropolitana Paulista,Sorocaba
Embu-Guaçu,3515103,2020-04-09,2,0,0.29,0,0,0.0,0.0,68053,156,-23.8297,-46.8136,Metropolitana de São Paulo,Itapecerica da Serra
Santana de Parnaíba,3547304,2020-04-09,31,2,1.57,0,0,0.0,0.0,138132,180,-23.4439,-46.9178,Metropolitana de São Paulo,Osasco
Itapevi,3522505,2020-04-09,15,2,1.29,3,1,0.43,0.2,237714,83,-23.5488,-46.9327,Metropolitana de São Paulo,Osasco
Ribeirão Preto,3543402,2020-04-09,36,0,3.57,4,1,0.43,0.11,683777,651,-21.1699,-47.8099,Ribeirão Preto,Ribeirão Preto
Votuporanga,3557105,2020-04-09,3,0,0.29,0,0,0.0,0.0,91760,42,-20.4237,-49.9781,São José do Rio Preto,Votuporanga
Embu das Artes,3515004,2020-04-09,27,0,1.86,1,0,0.0,0.04,270790,7,-23.6437,-46.8579,Metropolitana de São Paulo,Itapecerica da Serra
Olímpia,3533908,2020-04-09,2,0,0.29,0,0,0.0,0.0,52516,803,-20.7366,-48.9106,São José do Rio Preto,São José do Rio Preto
Nova Odessa,3533403,2020-04-09,1,0,0.14,0,0,0.0,0.0,58039,74,-22.7832,-47.2941,Campinas,Campinas
Cachoeira Paulista,3508603,2020-04-09,1,0,0.0,0,0,0.0,0.0,32231,288,-22.6665,-45.0154,Vale do Paraíba Paulista,Guaratinguetá
Águas de Lindóia,3500501,2020-04-09,1,0,0.0,1,0,0.14,1.0,18374,60,-22.4733,-46.6314,Campinas,Amparo
Promissão,3541604,2020-04-09,1,0,0.14,0,0,0.0,0.0,39667,78,-21.5356,-49.8599,Bauru,Lins
Eldorado,3514809,2020-04-09,1,1,0.14,0,0,0.0,0.0,15236,1654,-24.5281,-48.1141,Litoral Sul Paulista,Registro
Presidente Venceslau,3541505,2020-04-09,3,1,0.43,2,1,0.29,0.67,38005,76,-21.8732,-51.8447,Presidente Prudente,Presidente Prudente
Guaratinguetá,3518404,2020-04-09,1,1,0.14,0,0,0.0,0.0,118345,753,-22.8075,-45.1938,Vale do Paraíba Paulista,Guaratinguetá
Itapeva,3522406,2020-04-09,1,1,0.14,0,0,0.0,0.0,91693,1826,-23.9788,-48.8764,Itapetininga ,Itapeva
Itapetininga,3522307,2020-04-09,1,0,0.14,0,0,0.0,0.0,160150,1789,-23.5886,-48.0483,Itapetininga ,Itapetininga
Terra Roxa,3554409,2020-04-09,1,0,0.14,0,0,0.0,0.0,9121,222,-20.787,-48.3314,Ribeirão Preto,Jaboticabal 
