Município,codigo_ibge,Índice de Isolamento (%),Dia da Semana,Data
Poá,3539806,37,quinta-feira ,2021-07-29
Cajamar,3509205,36,quinta-feira ,2021-07-29
Santo André,3547809,39,quinta-feira ,2021-07-29
Araçatuba,3502804,35,quinta-feira ,2021-07-29
Nova Odessa,3533403,39,quinta-feira ,2021-07-29
Ibitinga,3519600,44,quinta-feira ,2021-07-29
Diadema,3513801,39,quinta-feira ,2021-07-29
Guarujá,3518701,42,quinta-feira ,2021-07-29
Penápolis,3537305,51,quinta-feira ,2021-07-29
Presidente Prudente,3541406,36,quinta-feira ,2021-07-29
Porto Ferreira,3540705,50,quinta-feira ,2021-07-29
Batatais,3505906,55,quinta-feira ,2021-07-29
Praia Grande,3541000,42,quinta-feira ,2021-07-29
Lins,3527108,40,quinta-feira ,2021-07-29
Votuporanga,3557105,42,quinta-feira ,2021-07-29
Catanduva,3511102,38,quinta-feira ,2021-07-29
Andradina,3502101,43,quinta-feira ,2021-07-29
Tupã,3555000,44,quinta-feira ,2021-07-29
Jundiaí,3525904,33,quinta-feira ,2021-07-29
Rio Grande Da Serra,3544103,50,quinta-feira ,2021-07-29
São Joaquim Da Barra,3549409,63,quinta-feira ,2021-07-29
Taubaté,3554102,39,quinta-feira ,2021-07-29
Rio Claro,3543907,38,quinta-feira ,2021-07-29
Cotia,3513009,39,quinta-feira ,2021-07-29
Itu,3523909,35,quinta-feira ,2021-07-29
Itapevi,3522505,37,quinta-feira ,2021-07-29
Santa Isabel,3546801,45,quinta-feira ,2021-07-29
Itapecerica Da Serra,3522208,42,quinta-feira ,2021-07-29
Mauá,3529401,37,quinta-feira ,2021-07-29
Artur Nogueira,3503802,47,quinta-feira ,2021-07-29
Ubatuba,3555406,49,sexta-feira ,2021-07-30
Jaú,3525300,39,sexta-feira ,2021-07-30
Caraguatatuba,3510500,41,sexta-feira ,2021-07-30
Sumaré,3552403,33,sexta-feira ,2021-07-30
Itararé,3523206,50,sexta-feira ,2021-07-30
Lençóis Paulista,3526803,40,sexta-feira ,2021-07-30
Campo Limpo Paulista,3509601,44,sexta-feira ,2021-07-30
Indaiatuba,3520509,39,sexta-feira ,2021-07-30
Itapira,3522604,42,sexta-feira ,2021-07-30
Jaguariúna,3524709,42,sexta-feira ,2021-07-30
Suzano,3552502,38,sexta-feira ,2021-07-30
Santos,3548500,36,sexta-feira ,2021-07-30
Bauru,3506003,37,sexta-feira ,2021-07-30
São Bernardo Do Campo,3548708,41,sexta-feira ,2021-07-30
Monte Alto,3531308,48,sexta-feira ,2021-07-30
Mauá,3529401,36,sexta-feira ,2021-07-30
Pindamonhangaba,3538006,41,sexta-feira ,2021-07-30
Piedade,3537800,45,sexta-feira ,2021-07-30
Taquaritinga,3553708,51,sexta-feira ,2021-07-30
Mairiporã,3528502,42,sexta-feira ,2021-07-30
São José Dos Campos,3549904,42,sexta-feira ,2021-07-30
Cubatão,3513504,42,sexta-feira ,2021-07-30
Porto Feliz,3540606,41,sexta-feira ,2021-07-30
Caçapava,3508504,40,sexta-feira ,2021-07-30
Tatuí,3554003,38,sexta-feira ,2021-07-30
São Paulo,3550308,37,sexta-feira ,2021-07-30
Peruíbe,3537602,46,sexta-feira ,2021-07-30
Olímpia,3533908,45,sexta-feira ,2021-07-30
São Carlos,3548906,41,sexta-feira ,2021-07-30
Ribeirão Pires,3543303,41,sexta-feira ,2021-07-30
Registro,3542602,41,sexta-feira ,2021-07-30
Jaboticabal,3524303,40,sexta-feira ,2021-07-30
Monte Mor,3531803,52,sexta-feira ,2021-07-30
Paulínia,3536505,34,sexta-feira ,2021-07-30
São Sebastião,3550704,53,sexta-feira ,2021-07-30
Leme,3526704,46,sexta-feira ,2021-07-30
Piracicaba,3538709,36,sexta-feira ,2021-07-30
Araçatuba,3502804,34,sexta-feira ,2021-07-30
Ourinhos,3534708,37,sexta-feira ,2021-07-30
Limeira,3526902,33,sexta-feira ,2021-07-30
Cosmópolis,3512803,37,sexta-feira ,2021-07-30
Embu-Guaçu,3515103,42,sexta-feira ,2021-07-30
Avaré,3504503,42,sexta-feira ,2021-07-30
Mogi Mirim,3530805,43,sexta-feira ,2021-07-30
Cajamar,3509205,36,sexta-feira ,2021-07-30
Catanduva,3511102,36,sexta-feira ,2021-07-30
Itapecerica Da Serra,3522208,41,sexta-feira ,2021-07-30
Itapevi,3522505,36,sexta-feira ,2021-07-30
Batatais,3505906,52,sexta-feira ,2021-07-30
Marília,3529005,37,sexta-feira ,2021-07-30
Vargem Grande Paulista,3556453,43,sexta-feira ,2021-07-30
Tupã,3555000,43,sexta-feira ,2021-07-30
Itu,3523909,34,sexta-feira ,2021-07-30
Rio Claro,3543907,38,sexta-feira ,2021-07-30
Salto,3545209,35,sexta-feira ,2021-07-30
Mirassol,3530300,45,sexta-feira ,2021-07-30
Capivari,3510401,42,sexta-feira ,2021-07-30
Ibitinga,3519600,48,sexta-feira ,2021-07-30
Birigui,3506508,40,sexta-feira ,2021-07-30
São Caetano Do Sul,3548807,38,sexta-feira ,2021-07-30
Cotia,3513009,37,sexta-feira ,2021-07-30
São Vicente,3551009,41,sexta-feira ,2021-07-30
São Joaquim Da Barra,3549409,61,sexta-feira ,2021-07-30
Artur Nogueira,3503802,47,sexta-feira ,2021-07-30
Bebedouro,3506102,53,sexta-feira ,2021-07-30
Votuporanga,3557105,42,sexta-feira ,2021-07-30
Nova Odessa,3533403,38,sexta-feira ,2021-07-30
Porto Ferreira,3540705,51,sexta-feira ,2021-07-30
Matão,3529302,40,sexta-feira ,2021-07-30
Assis,3504008,39,sexta-feira ,2021-07-30
Boituva,3507001,43,sexta-feira ,2021-07-30
Itapetininga,3522307,40,sexta-feira ,2021-07-30
Atibaia,3504107,38,sexta-feira ,2021-07-30
Guarulhos,3518800,35,sexta-feira ,2021-07-30
Guarujá,3518701,42,sexta-feira ,2021-07-30
Ribeirão Preto,3543402,38,sexta-feira ,2021-07-30
Diadema,3513801,39,sexta-feira ,2021-07-30
Franco Da Rocha,3516408,37,sexta-feira ,2021-07-30
São João Da Boa Vista,3549102,42,sexta-feira ,2021-07-30
Araraquara,3503208,36,sexta-feira ,2021-07-30
Arujá,3503901,33,sexta-feira ,2021-07-30
Fernandópolis,3515509,41,sexta-feira ,2021-07-30
Estado De São Paulo,35,40,sexta-feira ,2021-07-30
Itupeva,3524006,38,sexta-feira ,2021-07-30
Itapeva,3522406,37,sexta-feira ,2021-07-30
Embu Das Artes,3515004,40,sexta-feira ,2021-07-30
Santa Isabel,3546801,44,sexta-feira ,2021-07-30
Taubaté,3554102,37,sexta-feira ,2021-07-30
Araras,3503307,37,sexta-feira ,2021-07-30
Campinas,3509502,35,sexta-feira ,2021-07-30
Rio Grande Da Serra,3544103,48,sexta-feira ,2021-07-30
Valinhos,3556206,36,sexta-feira ,2021-07-30
Barretos,3505500,36,sexta-feira ,2021-07-30
Bragança Paulista,3507605,37,sexta-feira ,2021-07-30
Penápolis,3537305,51,sexta-feira ,2021-07-30
Vinhedo,3556701,36,sexta-feira ,2021-07-30
Itaquaquecetuba,3523107,38,sexta-feira ,2021-07-30
Pirassununga,3539301,44,sexta-feira ,2021-07-30
Bertioga,3506359,49,sexta-feira ,2021-07-30
Presidente Prudente,3541406,35,sexta-feira ,2021-07-30
Jandira,3525003,35,sexta-feira ,2021-07-30
Várzea Paulista,3556503,38,sexta-feira ,2021-07-30
Ferraz De Vasconcelos,3515707,40,sexta-feira ,2021-07-30
Franca,3516200,36,sexta-feira ,2021-07-30
Sertãozinho,3551702,43,sexta-feira ,2021-07-30
Lorena,3527207,46,sexta-feira ,2021-07-30
Carapicuíba,3510609,38,sexta-feira ,2021-07-30
Botucatu,3507506,36,sexta-feira ,2021-07-30
São José Do Rio Pardo,3549706,54,sexta-feira ,2021-07-30
Mongaguá,3531100,45,sexta-feira ,2021-07-30
Barueri,3505708,33,sexta-feira ,2021-07-30
Itanhaém,3522109,46,sexta-feira ,2021-07-30
Mogi Guaçu,3530706,40,sexta-feira ,2021-07-30
Mococa,3530508,55,sexta-feira ,2021-07-30
Americana,3501608,37,sexta-feira ,2021-07-30
Cruzeiro,3513405,40,sexta-feira ,2021-07-30
Sorocaba,3552205,34,sexta-feira ,2021-07-30
Guaratinguetá,3518404,37,sexta-feira ,2021-07-30
Campos Do Jordão,3509700,36,sexta-feira ,2021-07-30
Jacareí,3524402,38,sexta-feira ,2021-07-30
Andradina,3502101,41,sexta-feira ,2021-07-30
Francisco Morato,3516309,43,sexta-feira ,2021-07-30
Santana De Parnaíba,3547304,41,sexta-feira ,2021-07-30
Votorantim,3557006,37,sexta-feira ,2021-07-30
Santa Bárbara D'Oeste,3545803,35,sexta-feira ,2021-07-30
Santo André,3547809,38,sexta-feira ,2021-07-30
Caieiras,3509007,36,sexta-feira ,2021-07-30
Jundiaí,3525904,32,sexta-feira ,2021-07-30
Taboão Da Serra,3552809,38,sexta-feira ,2021-07-30
Praia Grande,3541000,41,sexta-feira ,2021-07-30
Osasco,3534401,35,sexta-feira ,2021-07-30
São José Do Rio Preto,3549805,37,sexta-feira ,2021-07-30
Hortolândia,3519071,38,sexta-feira ,2021-07-30
Itatiba,3523404,37,sexta-feira ,2021-07-30
Lins,3527108,40,sexta-feira ,2021-07-30
Amparo,3501905,39,sexta-feira ,2021-07-30
Poá,3539806,36,sexta-feira ,2021-07-30
Ibiúna,3519709,44,sexta-feira ,2021-07-30
São Roque,3550605,41,sexta-feira ,2021-07-30
Mogi Das Cruzes,3530607,39,sexta-feira ,2021-07-30
Registro,3542602,43,sábado ,2021-07-31
Mauá,3529401,39,sábado ,2021-07-31
Piedade,3537800,47,sábado ,2021-07-31
Rio Grande Da Serra,3544103,52,sábado ,2021-07-31
Monte Alto,3531308,49,sábado ,2021-07-31
Monte Mor,3531803,59,sábado ,2021-07-31
Jaboticabal,3524303,43,sábado ,2021-07-31
Pindamonhangaba,3538006,44,sábado ,2021-07-31
Peruíbe,3537602,46,sábado ,2021-07-31
Jaú,3525300,42,sábado ,2021-07-31
Araçatuba,3502804,36,sábado ,2021-07-31
Ribeirão Pires,3543303,43,sábado ,2021-07-31
Jaguariúna,3524709,41,sábado ,2021-07-31
Leme,3526704,49,sábado ,2021-07-31
Birigui,3506508,42,sábado ,2021-07-31
São Vicente,3551009,44,sábado ,2021-07-31
Suzano,3552502,39,sábado ,2021-07-31
Campo Limpo Paulista,3509601,47,sábado ,2021-07-31
Assis,3504008,43,sábado ,2021-07-31
Bertioga,3506359,54,sábado ,2021-07-31
Artur Nogueira,3503802,50,sábado ,2021-07-31
Cotia,3513009,41,sábado ,2021-07-31
Praia Grande,3541000,43,sábado ,2021-07-31
Olímpia,3533908,43,sábado ,2021-07-31
Itapira,3522604,42,sábado ,2021-07-31
Americana,3501608,41,sábado ,2021-07-31
Pirassununga,3539301,46,sábado ,2021-07-31
Tatuí,3554003,42,sábado ,2021-07-31
Mogi Guaçu,3530706,43,sábado ,2021-07-31
Mococa,3530508,58,sábado ,2021-07-31
São José Dos Campos,3549904,45,sábado ,2021-07-31
Itapevi,3522505,40,sábado ,2021-07-31
Batatais,3505906,59,sábado ,2021-07-31
Boituva,3507001,47,sábado ,2021-07-31
Cubatão,3513504,45,sábado ,2021-07-31
Itatiba,3523404,40,sábado ,2021-07-31
Itupeva,3524006,40,sábado ,2021-07-31
Barretos,3505500,39,sábado ,2021-07-31
Santo André,3547809,41,sábado ,2021-07-31
Bragança Paulista,3507605,40,sábado ,2021-07-31
Lins,3527108,44,sábado ,2021-07-31
Itaquaquecetuba,3523107,39,sábado ,2021-07-31
São José Do Rio Pardo,3549706,55,sábado ,2021-07-31
Jundiaí,3525904,36,sábado ,2021-07-31
Avaré,3504503,43,sábado ,2021-07-31
Valinhos,3556206,41,sábado ,2021-07-31
Poá,3539806,38,sábado ,2021-07-31
Guarujá,3518701,45,sábado ,2021-07-31
Jandira,3525003,37,sábado ,2021-07-31
Piracicaba,3538709,39,sábado ,2021-07-31
Itararé,3523206,56,sábado ,2021-07-31
Lorena,3527207,43,sábado ,2021-07-31
São José Do Rio Preto,3549805,40,sábado ,2021-07-31
Tupã,3555000,45,sábado ,2021-07-31
Capivari,3510401,43,sábado ,2021-07-31
Vargem Grande Paulista,3556453,46,sábado ,2021-07-31
Estado De São Paulo,35,43,sábado ,2021-07-31
São João Da Boa Vista,3549102,49,sábado ,2021-07-31
Santa Isabel,3546801,47,sábado ,2021-07-31
Hortolândia,3519071,39,sábado ,2021-07-31
Penápolis,3537305,49,sábado ,2021-07-31
Ribeirão Preto,3543402,41,sábado ,2021-07-31
Atibaia,3504107,41,sábado ,2021-07-31
Franco Da Rocha,3516408,40,sábado ,2021-07-31
Mogi Das Cruzes,3530607,42,sábado ,2021-07-31
Sertãozinho,3551702,45,sábado ,2021-07-31
Embu Das Artes,3515004,43,sábado ,2021-07-31
Arujá,3503901,37,sábado ,2021-07-31
Ibitinga,3519600,45,sábado ,2021-07-31
Salto,3545209,40,sábado ,2021-07-31
Caieiras,3509007,39,sábado ,2021-07-31
Bauru,3506003,41,sábado ,2021-07-31
Cosmópolis,3512803,46,sábado ,2021-07-31
Cajamar,3509205,40,sábado ,2021-07-31
Guarulhos,3518800,38,sábado ,2021-07-31
Embu-Guaçu,3515103,44,sábado ,2021-07-31
Itu,3523909,37,sábado ,2021-07-31
Bebedouro,3506102,51,sábado ,2021-07-31
Diadema,3513801,42,sábado ,2021-07-31
Franca,3516200,39,sábado ,2021-07-31
Araraquara,3503208,39,sábado ,2021-07-31
Andradina,3502101,42,sábado ,2021-07-31
Jacareí,3524402,40,sábado ,2021-07-31
Fernandópolis,3515509,43,sábado ,2021-07-31
Porto Feliz,3540606,46,sábado ,2021-07-31
Catanduva,3511102,39,sábado ,2021-07-31
Rio Claro,3543907,41,sábado ,2021-07-31
Amparo,3501905,40,sábado ,2021-07-31
Limeira,3526902,36,sábado ,2021-07-31
Caçapava,3508504,45,sábado ,2021-07-31
Campinas,3509502,39,sábado ,2021-07-31
Vinhedo,3556701,38,sábado ,2021-07-31
Itanhaém,3522109,47,sábado ,2021-07-31
São Paulo,3550308,41,sábado ,2021-07-31
São Bernardo Do Campo,3548708,43,sábado ,2021-07-31
Presidente Prudente,3541406,37,sábado ,2021-07-31
São Carlos,3548906,44,sábado ,2021-07-31
São Joaquim Da Barra,3549409,64,sábado ,2021-07-31
Araras,3503307,41,sábado ,2021-07-31
Campos Do Jordão,3509700,38,sábado ,2021-07-31
Sumaré,3552403,37,sábado ,2021-07-31
Taubaté,3554102,40,sábado ,2021-07-31
Várzea Paulista,3556503,42,sábado ,2021-07-31
Nova Odessa,3533403,42,sábado ,2021-07-31
Itapeva,3522406,42,sábado ,2021-07-31
Mogi Mirim,3530805,47,sábado ,2021-07-31
Taboão Da Serra,3552809,39,sábado ,2021-07-31
Votorantim,3557006,41,sábado ,2021-07-31
Barueri,3505708,36,sábado ,2021-07-31
Cruzeiro,3513405,41,sábado ,2021-07-31
Ibiúna,3519709,48,sábado ,2021-07-31
Sorocaba,3552205,37,sábado ,2021-07-31
Porto Ferreira,3540705,52,sábado ,2021-07-31
Lençóis Paulista,3526803,43,sábado ,2021-07-31
Matão,3529302,43,sábado ,2021-07-31
São Caetano Do Sul,3548807,40,sábado ,2021-07-31
Carapicuíba,3510609,39,sábado ,2021-07-31
Itapecerica Da Serra,3522208,44,sábado ,2021-07-31
Ourinhos,3534708,39,sábado ,2021-07-31
Marília,3529005,40,sábado ,2021-07-31
São Roque,3550605,44,sábado ,2021-07-31
Taquaritinga,3553708,52,sábado ,2021-07-31
Votuporanga,3557105,43,sábado ,2021-07-31
Paulínia,3536505,39,sábado ,2021-07-31
Ubatuba,3555406,52,sábado ,2021-07-31
Caraguatatuba,3510500,44,sábado ,2021-07-31
Francisco Morato,3516309,43,sábado ,2021-07-31
Botucatu,3507506,39,sábado ,2021-07-31
Santa Bárbara D'Oeste,3545803,38,sábado ,2021-07-31
São Sebastião,3550704,54,sábado ,2021-07-31
Mairiporã,3528502,42,sábado ,2021-07-31
Guaratinguetá,3518404,40,sábado ,2021-07-31
Itapetininga,3522307,43,sábado ,2021-07-31
Mongaguá,3531100,44,sábado ,2021-07-31
Santos,3548500,38,sábado ,2021-07-31
Indaiatuba,3520509,42,sábado ,2021-07-31
Mirassol,3530300,50,sábado ,2021-07-31
Santana De Parnaíba,3547304,46,sábado ,2021-07-31
Ferraz De Vasconcelos,3515707,43,sábado ,2021-07-31
Osasco,3534401,38,sábado ,2021-07-31
Embu-Guaçu,3515103,48,domingo ,2021-08-01
São João Da Boa Vista,3549102,50,domingo ,2021-08-01
Mirassol,3530300,55,domingo ,2021-08-01
Penápolis,3537305,53,domingo ,2021-08-01
Fernandópolis,3515509,46,domingo ,2021-08-01
São Vicente,3551009,48,domingo ,2021-08-01
Francisco Morato,3516309,47,domingo ,2021-08-01
Valinhos,3556206,44,domingo ,2021-08-01
Caieiras,3509007,46,domingo ,2021-08-01
São Carlos,3548906,50,domingo ,2021-08-01
Ferraz De Vasconcelos,3515707,46,domingo ,2021-08-01
Mogi Mirim,3530805,51,domingo ,2021-08-01
Estado De São Paulo,35,47,domingo ,2021-08-01
Cotia,3513009,46,domingo ,2021-08-01
Araçatuba,3502804,40,domingo ,2021-08-01
São Roque,3550605,49,domingo ,2021-08-01
Jundiaí,3525904,41,domingo ,2021-08-01
Capivari,3510401,47,domingo ,2021-08-01
Indaiatuba,3520509,47,domingo ,2021-08-01
Caraguatatuba,3510500,47,domingo ,2021-08-01
Santa Bárbara D'Oeste,3545803,41,domingo ,2021-08-01
Ribeirão Preto,3543402,46,domingo ,2021-08-01
Barretos,3505500,40,domingo ,2021-08-01
Catanduva,3511102,43,domingo ,2021-08-01
Ibiúna,3519709,52,domingo ,2021-08-01
Americana,3501608,45,domingo ,2021-08-01
Itapevi,3522505,44,domingo ,2021-08-01
Guarujá,3518701,46,domingo ,2021-08-01
Bebedouro,3506102,56,domingo ,2021-08-01
Batatais,3505906,63,domingo ,2021-08-01
Porto Feliz,3540606,49,domingo ,2021-08-01
Poá,3539806,40,domingo ,2021-08-01
São Caetano Do Sul,3548807,45,domingo ,2021-08-01
Pirassununga,3539301,49,domingo ,2021-08-01
Bertioga,3506359,55,domingo ,2021-08-01
São José Do Rio Preto,3549805,46,domingo ,2021-08-01
São José Dos Campos,3549904,50,domingo ,2021-08-01
Amparo,3501905,44,domingo ,2021-08-01
Birigui,3506508,45,domingo ,2021-08-01
Andradina,3502101,44,domingo ,2021-08-01
Embu Das Artes,3515004,47,domingo ,2021-08-01
Mococa,3530508,66,domingo ,2021-08-01
Sertãozinho,3551702,51,domingo ,2021-08-01
Araraquara,3503208,43,domingo ,2021-08-01
Jandira,3525003,41,domingo ,2021-08-01
Cajamar,3509205,46,domingo ,2021-08-01
Cubatão,3513504,50,domingo ,2021-08-01
Franco Da Rocha,3516408,43,domingo ,2021-08-01
Arujá,3503901,42,domingo ,2021-08-01
Mauá,3529401,42,domingo ,2021-08-01
Várzea Paulista,3556503,46,domingo ,2021-08-01
Mogi Guaçu,3530706,47,domingo ,2021-08-01
Itupeva,3524006,44,domingo ,2021-08-01
Taboão Da Serra,3552809,43,domingo ,2021-08-01
Rio Grande Da Serra,3544103,55,domingo ,2021-08-01
Vinhedo,3556701,47,domingo ,2021-08-01
Paulínia,3536505,43,domingo ,2021-08-01
Rio Claro,3543907,45,domingo ,2021-08-01
Votuporanga,3557105,46,domingo ,2021-08-01
Itatiba,3523404,44,domingo ,2021-08-01
Franca,3516200,42,domingo ,2021-08-01
Ourinhos,3534708,43,domingo ,2021-08-01
Monte Mor,3531803,59,domingo ,2021-08-01
Itapeva,3522406,44,domingo ,2021-08-01
Guarulhos,3518800,42,domingo ,2021-08-01
Leme,3526704,52,domingo ,2021-08-01
Mongaguá,3531100,48,domingo ,2021-08-01
Campinas,3509502,43,domingo ,2021-08-01
Bauru,3506003,46,domingo ,2021-08-01
São Sebastião,3550704,57,domingo ,2021-08-01
Tupã,3555000,48,domingo ,2021-08-01
Carapicuíba,3510609,42,domingo ,2021-08-01
Guaratinguetá,3518404,42,domingo ,2021-08-01
São José Do Rio Pardo,3549706,61,domingo ,2021-08-01
Araras,3503307,45,domingo ,2021-08-01
Santana De Parnaíba,3547304,51,domingo ,2021-08-01
Atibaia,3504107,46,domingo ,2021-08-01
São Bernardo Do Campo,3548708,49,domingo ,2021-08-01
Itaquaquecetuba,3523107,43,domingo ,2021-08-01
Mairiporã,3528502,48,domingo ,2021-08-01
Santos,3548500,44,domingo ,2021-08-01
Suzano,3552502,44,domingo ,2021-08-01
Marília,3529005,43,domingo ,2021-08-01
Olímpia,3533908,47,domingo ,2021-08-01
Campos Do Jordão,3509700,38,domingo ,2021-08-01
Ubatuba,3555406,53,domingo ,2021-08-01
Lorena,3527207,48,domingo ,2021-08-01
Jacareí,3524402,45,domingo ,2021-08-01
Jaboticabal,3524303,47,domingo ,2021-08-01
Vargem Grande Paulista,3556453,51,domingo ,2021-08-01
Piedade,3537800,52,domingo ,2021-08-01
Nova Odessa,3533403,45,domingo ,2021-08-01
Sumaré,3552403,43,domingo ,2021-08-01
Boituva,3507001,49,domingo ,2021-08-01
Artur Nogueira,3503802,52,domingo ,2021-08-01
Caçapava,3508504,49,domingo ,2021-08-01
Mogi Das Cruzes,3530607,46,domingo ,2021-08-01
Assis,3504008,46,domingo ,2021-08-01
Hortolândia,3519071,40,domingo ,2021-08-01
Monte Alto,3531308,53,domingo ,2021-08-01
São Paulo,3550308,45,domingo ,2021-08-01
Pindamonhangaba,3538006,45,domingo ,2021-08-01
Jaú,3525300,45,domingo ,2021-08-01
Peruíbe,3537602,50,domingo ,2021-08-01
Itanhaém,3522109,48,domingo ,2021-08-01
Jaguariúna,3524709,46,domingo ,2021-08-01
Itapetininga,3522307,46,domingo ,2021-08-01
Sorocaba,3552205,40,domingo ,2021-08-01
Santa Isabel,3546801,49,domingo ,2021-08-01
Cruzeiro,3513405,43,domingo ,2021-08-01
Praia Grande,3541000,47,domingo ,2021-08-01
Ibitinga,3519600,52,domingo ,2021-08-01
São Joaquim Da Barra,3549409,67,domingo ,2021-08-01
Bragança Paulista,3507605,44,domingo ,2021-08-01
Campo Limpo Paulista,3509601,51,domingo ,2021-08-01
Limeira,3526902,39,domingo ,2021-08-01
Diadema,3513801,44,domingo ,2021-08-01
Itararé,3523206,51,domingo ,2021-08-01
Lins,3527108,47,domingo ,2021-08-01
Itapira,3522604,48,domingo ,2021-08-01
Tatuí,3554003,46,domingo ,2021-08-01
Avaré,3504503,49,domingo ,2021-08-01
Taquaritinga,3553708,54,domingo ,2021-08-01
Registro,3542602,46,domingo ,2021-08-01
Presidente Prudente,3541406,42,domingo ,2021-08-01
Santo André,3547809,45,domingo ,2021-08-01
Ribeirão Pires,3543303,48,domingo ,2021-08-01
Botucatu,3507506,44,domingo ,2021-08-01
Votorantim,3557006,45,domingo ,2021-08-01
Salto,3545209,42,domingo ,2021-08-01
Barueri,3505708,43,domingo ,2021-08-01
Matão,3529302,45,domingo ,2021-08-01
Cosmópolis,3512803,46,domingo ,2021-08-01
Itapecerica Da Serra,3522208,47,domingo ,2021-08-01
Lençóis Paulista,3526803,46,domingo ,2021-08-01
Piracicaba,3538709,43,domingo ,2021-08-01
Taubaté,3554102,44,domingo ,2021-08-01
Porto Ferreira,3540705,57,domingo ,2021-08-01
Itu,3523909,43,domingo ,2021-08-01
Osasco,3534401,43,domingo ,2021-08-01
São José Do Rio Pardo,3549706,53,segunda-feira ,2021-08-02
Santos,3548500,36,segunda-feira ,2021-08-02
Mococa,3530508,54,segunda-feira ,2021-08-02
Tatuí,3554003,38,segunda-feira ,2021-08-02
Suzano,3552502,38,segunda-feira ,2021-08-02
Birigui,3506508,40,segunda-feira ,2021-08-02
Jaguariúna,3524709,42,segunda-feira ,2021-08-02
São José Dos Campos,3549904,41,segunda-feira ,2021-08-02
Itanhaém,3522109,43,segunda-feira ,2021-08-02
Andradina,3502101,40,segunda-feira ,2021-08-02
Mauá,3529401,35,segunda-feira ,2021-08-02
Araras,3503307,38,segunda-feira ,2021-08-02
Santana De Parnaíba,3547304,41,segunda-feira ,2021-08-02
Olímpia,3533908,42,segunda-feira ,2021-08-02
Mogi Guaçu,3530706,39,segunda-feira ,2021-08-02
Ubatuba,3555406,48,segunda-feira ,2021-08-02
Carapicuíba,3510609,37,segunda-feira ,2021-08-02
Mirassol,3530300,43,segunda-feira ,2021-08-02
Monte Mor,3531803,49,segunda-feira ,2021-08-02
Araçatuba,3502804,33,segunda-feira ,2021-08-02
Jaboticabal,3524303,40,segunda-feira ,2021-08-02
Santa Bárbara D'Oeste,3545803,36,segunda-feira ,2021-08-02
Porto Ferreira,3540705,50,segunda-feira ,2021-08-02
Pirassununga,3539301,43,segunda-feira ,2021-08-02
Catanduva,3511102,36,segunda-feira ,2021-08-02
