Data,Departamento Regional de Saúde,mm7d da Ocupação dos leitos de UTI e Enfermaria (%),Nº de novas internações nos últimos 7 dias,Pacientes em tratamento na UTI,Total de leitos de UTI destinados à Covid,Ocupação dos leitos de UTI e Enfermaria (%),Novos casos de internações (UTI e Enfermaria),Pacientes em tratamento na Enfermaria,Total de leitos de Enfermaria destinados à Covid
2021-10-05,DRS 17 Taubaté,24.2,225,88,359,24.5,27,97,603
2021-10-05,DRS 16 Sorocaba,24.8,105,72,263,27.4,12,53,515
2021-10-05,DRS 15 São José do Rio Preto,28.5,165,93,258,36.0,25,65,404
2021-10-05,DRS 14 São João da Boa Vista,33.2,64,33,112,29.5,9,36,356
2021-10-05,DRS 13 Ribeirão Preto,26.0,118,61,229,26.6,12,65,295
2021-10-05,DRS 12 Registro,38.3,29,16,44,36.4,2,5,48
2021-10-05,DRS 11 Presidente Prudente,29.4,55,41,148,27.7,6,58,239
2021-10-05,DRS 10 Piracicaba,16.8,84,38,230,16.5,11,42,263
2021-10-05,DRS 09 Marília,18.8,70,44,210,21.0,6,44,368
2021-10-05,DRS 07 Campinas,30.4,372,247,772,32.0,57,234,1035
2021-10-05,Estado de São Paulo,31.5,3843,2246,6972,32.2,470,2325,10802
2021-10-05,DRS 05 Barretos,12.0,16,11,112,9.8,1,6,168
2021-10-05,Município de São Paulo,49.5,1557,937,1848,50.7,163,1042,2679
2021-10-05,Grande SP Leste,30.5,191,107,352,30.4,28,140,426
2021-10-05,Grande SP Norte,41.5,35,31,75,41.3,5,9,161
2021-10-05,Grande SP Oeste,29.8,94,66,239,27.6,20,56,340
2021-10-05,DRS 06 Bauru,19.2,75,46,258,17.8,8,47,571
2021-10-05,Grande SP Sudoeste,26.0,68,23,101,22.8,8,44,233
2021-10-05,DRS 02 Araçatuba,12.9,49,19,137,13.9,5,27,341
2021-10-05,DRS 03 Araraquara,14.0,40,23,158,14.6,5,24,243
2021-10-05,DRS 04 Baixada Santista,21.2,113,61,272,22.4,22,72,340
2021-10-05,Grande SP Sudeste,21.5,264,134,673,19.9,28,139,963
2021-10-06,DRS 09 Marília,19.0,68,46,214,21.5,10,47,372
2021-10-06,Estado de São Paulo,31.6,3828,2242,6909,32.4,615,2402,10716
2021-10-06,DRS 17 Taubaté,23.8,231,85,359,23.7,41,105,607
2021-10-06,DRS 16 Sorocaba,25.4,110,71,264,26.9,23,59,496
2021-10-06,DRS 15 São José do Rio Preto,30.6,154,96,263,36.5,22,69,355
2021-10-06,DRS 14 São João da Boa Vista,32.0,63,31,113,27.4,11,44,356
2021-10-06,DRS 13 Ribeirão Preto,25.7,130,60,222,27.0,26,69,299
2021-10-06,DRS 12 Registro,36.7,27,15,44,34.1,1,7,48
2021-10-06,DRS 11 Presidente Prudente,29.3,57,41,146,28.1,10,65,248
2021-10-06,DRS 10 Piracicaba,16.9,83,40,217,18.4,10,40,266
2021-10-06,DRS 08 Franca,42.8,58,56,116,48.3,8,22,199
2021-10-06,DRS 07 Campinas,30.2,354,233,785,29.7,55,215,1045
2021-10-06,DRS 06 Bauru,18.8,79,46,252,18.2,17,51,593
2021-10-06,Grande SP Leste,30.4,199,104,327,31.8,38,148,404
2021-10-06,Grande SP Norte,42.0,38,32,75,42.7,9,13,162
2021-10-06,Grande SP Oeste,28.8,92,61,234,26.1,12,49,339
2021-10-06,Grande SP Sudeste,21.7,271,164,671,24.4,62,140,980
2021-10-06,Município de São Paulo,49.5,1537,911,1835,49.6,228,1099,2618
2021-10-06,DRS 02 Araçatuba,12.8,49,19,138,13.8,8,34,351
2021-10-06,DRS 03 Araraquara,14.2,34,25,139,18.0,4,19,232
2021-10-06,DRS 04 Baixada Santista,21.7,112,67,275,24.4,11,62,335
2021-10-06,DRS 05 Barretos,11.4,15,11,112,9.8,2,6,168
2021-10-06,Grande SP Sudoeste,26.2,67,28,102,27.4,7,39,226
2021-10-07,DRS 08 Franca,44.9,53,57,116,49.1,5,19,198
2021-10-07,DRS 17 Taubaté,24.0,222,89,362,24.6,38,114,612
2021-10-07,DRS 16 Sorocaba,25.8,98,67,265,25.3,14,55,489
2021-10-07,DRS 15 São José do Rio Preto,32.4,146,93,261,35.6,18,58,366
2021-10-07,DRS 14 São João da Boa Vista,29.8,65,23,113,20.4,10,32,356
2021-10-07,DRS 13 Ribeirão Preto,25.2,123,52,221,23.5,14,64,300
2021-10-07,DRS 12 Registro,37.0,25,18,44,40.9,4,7,48
2021-10-07,DRS 11 Presidente Prudente,28.6,42,37,135,27.4,3,60,238
2021-10-07,DRS 10 Piracicaba,17.1,80,35,214,16.4,10,37,257
2021-10-07,DRS 09 Marília,19.7,67,50,215,23.3,12,48,359
2021-10-07,DRS 07 Campinas,30.1,369,227,765,29.7,50,181,1031
2021-10-07,Estado de São Paulo,31.5,3740,2159,6869,31.4,537,2305,10600
2021-10-07,DRS 05 Barretos,11.0,14,13,112,11.6,5,3,168
2021-10-07,Município de São Paulo,49.1,1516,885,1839,48.1,233,1084,2538
2021-10-07,Grande SP Leste,30.2,210,97,324,29.9,32,139,410
2021-10-07,Grande SP Norte,41.1,38,29,75,38.7,7,14,160
2021-10-07,Grande SP Oeste,28.3,91,63,234,26.9,15,51,338
2021-10-07,DRS 06 Bauru,18.5,67,43,247,17.4,6,45,607
2021-10-07,Grande SP Sudoeste,26.0,60,26,102,25.5,6,36,221
2021-10-07,DRS 02 Araçatuba,12.4,48,18,136,13.2,5,27,344
2021-10-07,DRS 03 Araraquara,14.6,28,24,139,17.3,4,16,236
2021-10-07,DRS 04 Baixada Santista,22.2,116,59,274,21.5,12,65,331
2021-10-07,Grande SP Sudeste,21.8,262,154,670,23.0,34,150,976
2021-10-08,DRS 08 Franca,46.9,51,57,116,49.1,6,19,191
2021-10-08,DRS 17 Taubaté,23.8,228,87,378,23.0,33,116,625
2021-10-08,DRS 16 Sorocaba,25.7,97,63,265,23.8,16,50,485
2021-10-08,DRS 15 São José do Rio Preto,34.2,159,83,263,31.6,34,60,333
2021-10-08,DRS 14 São João da Boa Vista,28.7,68,25,107,23.4,17,55,370
2021-10-08,DRS 13 Ribeirão Preto,25.0,123,50,221,22.6,14,62,298
2021-10-08,DRS 12 Registro,39.6,16,19,44,43.2,2,5,48
2021-10-08,DRS 11 Presidente Prudente,27.4,50,34,144,23.6,12,63,244
2021-10-08,DRS 10 Piracicaba,17.0,66,34,230,14.8,6,33,255
2021-10-08,DRS 09 Marília,19.9,65,47,215,21.9,15,47,364
2021-10-08,DRS 07 Campinas,30.0,353,232,754,30.8,54,189,1037
2021-10-08,Estado de São Paulo,31.5,3692,2076,6849,30.3,524,2368,10611
2021-10-08,DRS 05 Barretos,10.5,12,11,112,9.8,1,7,168
2021-10-08,Município de São Paulo,48.8,1493,829,1811,45.8,189,1119,2560
2021-10-08,Grande SP Leste,30.2,206,87,306,28.4,29,144,406
2021-10-08,Grande SP Norte,40.2,38,27,75,36.0,3,12,159
2021-10-08,Grande SP Oeste,27.7,94,63,235,26.8,15,61,341
2021-10-08,DRS 06 Bauru,17.9,66,42,242,17.4,10,37,607
2021-10-08,Grande SP Sudoeste,25.6,57,27,102,26.5,7,28,222
2021-10-08,DRS 02 Araçatuba,12.1,44,15,138,10.9,7,26,346
2021-10-08,DRS 03 Araraquara,15.2,33,24,139,17.3,8,24,227
2021-10-08,DRS 04 Baixada Santista,22.4,109,54,275,19.6,7,61,332
2021-10-08,Grande SP Sudeste,22.3,264,166,671,24.7,39,150,976
2021-10-09,DRS 08 Franca,47.9,51,57,116,49.1,5,20,191
2021-10-09,DRS 17 Taubaté,23.4,225,78,373,20.9,28,121,630
2021-10-09,DRS 16 Sorocaba,24.9,95,61,268,22.8,12,47,486
2021-10-09,DRS 15 São José do Rio Preto,34.8,163,90,263,34.2,23,53,333
2021-10-09,DRS 14 São João da Boa Vista,25.9,61,21,112,18.8,4,15,357
2021-10-09,DRS 13 Ribeirão Preto,25.2,123,53,226,23.4,19,61,303
2021-10-09,DRS 12 Registro,38.3,13,17,44,38.6,2,5,48
2021-10-09,DRS 11 Presidente Prudente,27.3,49,37,135,27.4,8,61,229
2021-10-09,DRS 10 Piracicaba,16.3,61,33,214,15.4,10,30,257
2021-10-09,DRS 09 Marília,20.6,63,45,215,20.9,5,41,334
2021-10-09,Estado de São Paulo,31.2,3598,2025,6917,29.3,464,2164,10449
2021-10-09,DRS 07 Campinas,29.2,348,214,823,26.0,42,195,1027
2021-10-09,DRS 05 Barretos,10.5,14,12,112,10.7,3,5,162
2021-10-09,DRS 04 Baixada Santista,22.0,111,53,276,19.2,17,73,336
2021-10-09,DRS 03 Araraquara,15.5,32,21,134,15.7,6,26,218
2021-10-09,DRS 02 Araçatuba,12.1,37,16,137,11.7,3,26,344
2021-10-09,Grande SP Sudoeste,25.7,62,28,105,26.7,14,34,224
2021-10-09,Grande SP Sudeste,22.1,255,139,676,20.6,33,145,971
2021-10-09,Grande SP Oeste,27.4,92,60,237,25.3,9,61,344
2021-10-09,Grande SP Norte,39.8,38,27,75,36.0,4,13,133
2021-10-09,Grande SP Leste,29.9,200,85,306,27.8,23,135,404
2021-10-09,Município de São Paulo,48.4,1441,836,1819,46.0,186,966,2539
2021-10-09,DRS 06 Bauru,17.6,64,42,245,17.1,8,31,562
2021-10-10,DRS 09 Marília,21.3,62,44,215,20.5,8,42,341
2021-10-10,DRS 10 Piracicaba,16.1,57,32,215,14.9,6,25,267
2021-10-10,DRS 11 Presidente Prudente,27.0,52,39,135,28.9,9,51,238
2021-10-10,DRS 12 Registro,39.3,14,19,44,43.2,1,5,42
2021-10-10,DRS 08 Franca,47.9,42,52,116,44.8,0,19,185
2021-10-10,DRS 14 São João da Boa Vista,23.8,64,21,112,18.8,10,16,361
2021-10-10,DRS 15 São José do Rio Preto,34.8,161,86,263,32.7,22,43,333
2021-10-10,DRS 16 Sorocaba,24.4,102,56,266,21.0,13,47,472
2021-10-10,DRS 17 Taubaté,23.0,222,75,368,20.4,25,116,616
2021-10-10,Estado de São Paulo,30.8,3502,1962,6919,28.4,445,2174,10425
2021-10-10,DRS 07 Campinas,29.3,349,209,741,28.2,50,203,1021
2021-10-10,DRS 13 Ribeirão Preto,23.9,110,44,240,18.3,10,65,309
2021-10-10,DRS 05 Barretos,10.3,12,11,112,9.8,0,5,168
2021-10-10,Município de São Paulo,47.6,1405,801,1827,43.8,179,1010,2529
2021-10-10,Grande SP Leste,29.8,196,93,308,30.2,26,140,404
2021-10-10,Grande SP Norte,39.2,37,28,75,37.3,6,15,134
2021-10-10,Grande SP Oeste,26.9,83,63,235,26.8,7,58,329
2021-10-10,DRS 06 Bauru,17.4,60,41,246,16.7,5,26,562
2021-10-10,Grande SP Sudoeste,24.8,58,23,103,22.3,9,34,225
2021-10-10,DRS 02 Araçatuba,12.2,36,17,147,11.6,3,24,348
2021-10-10,DRS 03 Araraquara,15.5,33,18,134,13.4,3,19,216
2021-10-10,DRS 04 Baixada Santista,20.6,96,54,337,16.0,19,70,341
2021-10-10,Grande SP Sudeste,22.0,251,136,674,20.2,34,141,967
2021-10-11,DRS 09 Marília,21.6,64,47,215,21.9,8,39,350
2021-10-11,Estado de São Paulo,30.3,3391,1931,6949,27.8,336,2125,10371
2021-10-11,DRS 17 Taubaté,22.4,214,71,365,19.4,22,108,622
2021-10-11,DRS 16 Sorocaba,23.5,101,50,281,17.8,11,48,472
2021-10-11,DRS 15 São José do Rio Preto,34.6,166,93,262,35.5,22,57,358
2021-10-11,DRS 14 São João da Boa Vista,22.4,64,21,112,18.8,3,15,349
2021-10-11,DRS 13 Ribeirão Preto,23.0,106,47,238,19.8,11,64,297
2021-10-11,DRS 12 Registro,41.9,15,25,44,56.8,3,5,48
2021-10-11,DRS 11 Presidente Prudente,26.9,49,34,135,25.2,1,55,233
2021-10-11,DRS 10 Piracicaba,15.8,56,32,222,14.4,3,22,258
2021-10-11,DRS 08 Franca,46.7,36,45,116,38.8,2,21,185
2021-10-11,DRS 07 Campinas,28.6,335,198,810,24.4,27,185,998
2021-10-11,DRS 06 Bauru,17.4,61,42,245,17.1,7,28,558
2021-10-11,Grande SP Leste,30.3,199,103,308,33.4,23,139,405
2021-10-11,Grande SP Norte,38.5,36,28,75,37.3,2,16,106
2021-10-11,Grande SP Oeste,26.6,86,64,237,27.0,8,46,329
2021-10-11,Grande SP Sudeste,22.0,249,141,675,20.9,19,127,968
2021-10-11,Município de São Paulo,46.6,1319,765,1819,42.1,141,994,2518
2021-10-11,DRS 02 Araçatuba,12.3,33,16,146,11.0,2,20,345
2021-10-11,DRS 03 Araraquara,15.6,33,18,138,13.0,3,18,218
2021-10-11,DRS 04 Baixada Santista,20.2,98,54,285,19.0,10,84,346
2021-10-11,DRS 05 Barretos,10.2,15,11,112,9.8,3,4,168
2021-10-11,Grande SP Sudoeste,25.2,56,26,103,25.2,5,29,223
2021-10-12,DRS 09 Marília,21.6,68,46,215,21.4,10,37,380
2021-10-12,Estado de São Paulo,29.7,3350,1964,6878,28.6,429,2162,10328
2021-10-12,DRS 17 Taubaté,22.0,220,79,363,21.8,33,101,605
2021-10-12,DRS 16 Sorocaba,23.0,104,63,265,23.8,15,53,470
2021-10-12,DRS 15 São José do Rio Preto,34.5,161,93,262,35.5,20,57,368
2021-10-12,DRS 14 São João da Boa Vista,20.9,64,21,112,18.8,9,48,376
2021-10-12,DRS 13 Ribeirão Preto,22.3,105,48,221,21.7,11,59,297
2021-10-12,DRS 12 Registro,44.8,15,25,44,56.8,2,5,48
2021-10-12,DRS 11 Presidente Prudente,26.8,49,37,135,27.4,6,52,231
2021-10-12,DRS 10 Piracicaba,15.3,53,27,215,12.6,8,26,256
2021-10-12,DRS 08 Franca,45.6,29,46,116,39.7,3,20,186
2021-10-12,DRS 07 Campinas,27.3,307,194,834,23.3,29,185,1010
2021-10-12,DRS 06 Bauru,17.4,58,43,246,17.5,5,30,561
2021-10-12,Grande SP Leste,30.9,203,107,307,34.8,32,124,398
2021-10-12,Grande SP Norte,37.7,35,27,75,36.0,4,14,105
2021-10-12,Grande SP Oeste,25.8,75,46,216,21.3,9,68,299
2021-10-12,Grande SP Sudeste,22.0,248,139,675,20.6,27,124,969
2021-10-12,Município de São Paulo,45.6,1333,789,1813,43.5,177,1011,2479
2021-10-12,DRS 02 Araçatuba,12.2,31,18,137,13.1,3,20,345
2021-10-12,DRS 03 Araraquara,15.5,30,19,136,14.0,2,17,217
2021-10-12,DRS 04 Baixada Santista,20.0,87,58,277,20.9,11,71,339
2021-10-12,DRS 05 Barretos,10.2,21,11,112,9.8,7,10,168
2021-10-12,Grande SP Sudoeste,26.1,54,28,96,29.2,6,29,204
2021-10-13,DRS 09 Marília,21.6,65,46,211,21.8,7,43,294
2021-10-13,Estado de São Paulo,29.2,3162,1940,6820,28.4,427,2108,10258
2021-10-13,DRS 17 Taubaté,21.4,199,70,363,19.3,20,104,610
2021-10-13,DRS 16 Sorocaba,22.0,97,53,265,20.0,16,51,468
2021-10-13,DRS 15 São José do Rio Preto,34.0,160,86,263,32.7,21,74,365
2021-10-13,DRS 14 São João da Boa Vista,20.0,64,25,115,21.7,11,19,361
2021-10-13,DRS 13 Ribeirão Preto,21.6,93,50,229,21.8,14,49,271
2021-10-13,DRS 12 Registro,48.4,15,26,44,59.1,1,5,48
2021-10-13,DRS 11 Presidente Prudente,26.6,48,35,134,26.1,9,65,237
2021-10-13,DRS 10 Piracicaba,14.5,54,28,214,13.1,11,20,266
2021-10-13,DRS 08 Franca,44.1,29,44,116,37.9,8,21,185
2021-10-13,DRS 07 Campinas,26.5,284,184,775,23.7,32,187,1038
2021-10-13,DRS 06 Bauru,17.2,46,42,247,17.0,5,30,557
2021-10-13,Grande SP Leste,31.1,186,101,305,33.1,21,121,401
2021-10-13,Grande SP Norte,37.8,31,33,77,42.9,5,13,106
2021-10-13,Grande SP Oeste,26.0,72,58,213,27.2,9,48,288
2021-10-13,Grande SP Sudeste,21.7,227,149,679,21.9,41,134,962
2021-10-13,Município de São Paulo,44.6,1270,774,1819,42.6,165,994,2493
2021-10-13,DRS 02 Araçatuba,12.1,24,17,124,13.7,1,14,329
2021-10-13,DRS 03 Araraquara,14.8,31,17,133,12.8,5,15,222
2021-10-13,DRS 04 Baixada Santista,19.5,85,58,274,21.2,9,56,352
2021-10-13,DRS 05 Barretos,9.8,25,8,112,7.1,6,15,168
2021-10-13,Grande SP Sudoeste,27.2,57,36,102,35.3,10,29,220
2021-10-14,DRS 09 Marília,21.2,63,42,206,20.4,10,40,289
2021-10-14,Estado de São Paulo,28.9,3063,1986,6782,29.3,438,2014,10102
2021-10-14,DRS 17 Taubaté,20.7,179,74,368,20.1,18,86,625
2021-10-14,DRS 16 Sorocaba,21.4,102,55,265,20.8,19,53,529
2021-10-14,DRS 15 São José do Rio Preto,33.8,163,90,263,34.2,21,76,333
2021-10-14,DRS 14 São João da Boa Vista,20.5,64,26,112,23.2,10,18,355
2021-10-14,DRS 13 Ribeirão Preto,21.3,96,50,232,21.6,17,53,279
2021-10-14,DRS 12 Registro,48.0,13,17,44,38.6,2,8,48
2021-10-14,DRS 11 Presidente Prudente,26.4,54,33,126,26.2,9,63,244
2021-10-14,DRS 10 Piracicaba,14.1,46,29,214,13.6,2,15,255
2021-10-14,DRS 08 Franca,42.6,29,45,117,38.5,5,20,196
2021-10-14,DRS 07 Campinas,26.0,269,198,755,26.2,35,170,989
2021-10-14,DRS 06 Bauru,17.1,43,42,249,16.9,3,26,563
2021-10-14,Grande SP Leste,31.6,172,102,308,33.1,18,129,397
2021-10-14,Grande SP Norte,37.8,31,29,75,38.7,7,13,106
2021-10-14,Grande SP Oeste,26.4,65,60,193,31.1,8,47,251
2021-10-14,Grande SP Sudeste,21.5,236,146,676,21.6,43,129,957
2021-10-14,Município de São Paulo,44.0,1218,813,1822,44.6,181,941,2414
2021-10-14,DRS 02 Araçatuba,11.9,21,15,126,11.9,2,16,329
2021-10-14,DRS 03 Araraquara,14.0,30,16,133,12.0,3,16,217
2021-10-14,DRS 04 Baixada Santista,19.5,86,59,277,21.3,13,48,336
2021-10-14,DRS 05 Barretos,10.0,22,14,112,12.5,2,10,168
2021-10-14,Grande SP Sudoeste,27.9,61,31,103,30.1,10,36,205
2021-10-15,DRS 09 Marília,20.8,54,39,206,18.9,6,36,286
2021-10-15,Estado de São Paulo,28.5,3044,1930,6869,28.1,505,2110,10034
2021-10-15,DRS 17 Taubaté,20.4,173,76,363,20.9,27,87,615
2021-10-15,DRS 16 Sorocaba,21.0,100,55,265,20.8,14,54,490
2021-10-15,DRS 15 São José do Rio Preto,34.2,141,91,264,34.5,12,63,331
2021-10-15,DRS 14 São João da Boa Vista,20.4,62,26,113,23.0,15,40,356
2021-10-15,DRS 13 Ribeirão Preto,21.6,103,55,222,24.8,21,49,280
2021-10-15,DRS 12 Registro,48.0,14,19,44,43.2,3,7,48
2021-10-15,DRS 11 Presidente Prudente,26.4,49,31,133,23.3,7,70,227
2021-10-15,DRS 10 Piracicaba,13.5,52,22,213,10.3,12,22,256
2021-10-15,DRS 08 Franca,41.1,32,45,116,38.8,9,25,161
2021-10-15,DRS 07 Campinas,24.6,263,187,886,21.1,48,170,968
2021-10-15,DRS 06 Bauru,17.2,49,44,245,18.0,16,34,559
2021-10-15,Grande SP Leste,31.6,168,86,303,28.4,25,131,397
2021-10-15,Grande SP Norte,38.6,33,32,76,42.1,5,10,105
2021-10-15,Grande SP Oeste,26.9,61,59,195,30.3,11,58,255
2021-10-15,Grande SP Sudeste,21.2,235,151,670,22.5,38,135,966
2021-10-15,Município de São Paulo,43.7,1226,776,1796,43.2,197,981,2423
2021-10-15,DRS 02 Araçatuba,12.0,19,14,128,10.9,5,18,329
2021-10-15,DRS 03 Araraquara,13.4,33,17,134,12.7,11,23,226
2021-10-15,DRS 04 Baixada Santista,19.8,91,60,276,21.7,12,48,338
2021-10-15,DRS 05 Barretos,10.0,24,11,112,9.8,3,10,168
2021-10-15,Grande SP Sudoeste,28.8,62,34,103,33.0,8,39,233
2021-10-16,DRS 09 Marília,20.6,62,39,206,18.9,13,41,282
2021-10-16,Estado de São Paulo,28.3,3088,1840,6646,27.7,508,2220,9949
2021-10-16,DRS 17 Taubaté,20.3,176,74,371,20.0,31,94,613
2021-10-16,DRS 16 Sorocaba,21.1,100,63,262,24.0,12,51,472
2021-10-16,DRS 15 São José do Rio Preto,33.9,137,85,264,32.2,19,70,333
2021-10-16,DRS 14 São João da Boa Vista,20.8,66,24,113,21.2,8,33,357
2021-10-16,DRS 13 Ribeirão Preto,21.6,97,52,223,23.3,13,53,278
2021-10-16,DRS 12 Registro,47.1,14,14,44,31.8,2,6,48
2021-10-16,DRS 11 Presidente Prudente,26.6,51,37,128,28.9,10,70,226
2021-10-16,DRS 10 Piracicaba,12.8,52,22,204,10.8,10,17,245
2021-10-16,DRS 08 Franca,39.0,30,40,116,34.5,3,29,174
2021-10-16,DRS 07 Campinas,24.3,269,181,756,23.9,48,176,1013
2021-10-16,DRS 06 Bauru,17.3,49,44,245,18.0,8,32,562
2021-10-16,Grande SP Leste,31.5,171,82,301,27.2,26,124,396
2021-10-16,Grande SP Norte,39.1,33,30,76,39.5,4,11,106
2021-10-16,Grande SP Oeste,27.9,61,53,156,34.0,9,56,225
2021-10-16,Grande SP Sudeste,21.1,246,135,671,20.1,44,145,968
2021-10-16,Município de São Paulo,43.1,1255,742,1776,41.8,215,1064,2433
2021-10-16,DRS 02 Araçatuba,12.0,21,13,107,12.2,5,18,250
2021-10-16,DRS 03 Araraquara,12.6,32,14,134,10.4,5,21,221
2021-10-16,DRS 04 Baixada Santista,20.2,86,63,279,22.6,12,51,335
2021-10-16,DRS 05 Barretos,9.8,22,11,112,9.8,1,11,168
2021-10-16,Grande SP Sudoeste,28.2,58,22,100,22.0,10,47,229
2021-10-17,DRS 09 Marília,20.5,65,41,204,20.1,11,38,274
2021-10-17,Estado de São Paulo,28.3,3127,1878,6666,28.2,484,2020,9968
2021-10-17,DRS 17 Taubaté,20.4,179,82,385,21.3,28,81,625
2021-10-17,DRS 16 Sorocaba,21.0,98,54,265,20.4,11,51,461
2021-10-17,DRS 15 São José do Rio Preto,33.8,129,84,261,32.2,14,54,415
2021-10-17,DRS 14 São João da Boa Vista,21.4,65,26,113,23.0,9,31,357
2021-10-17,DRS 13 Ribeirão Preto,22.2,100,50,224,22.3,13,48,292
2021-10-17,DRS 12 Registro,46.4,14,17,44,38.6,1,5,48
2021-10-17,DRS 11 Presidente Prudente,26.0,48,34,136,25.0,6,69,217
2021-10-17,DRS 10 Piracicaba,12.3,57,24,214,11.2,11,17,256
2021-10-17,DRS 08 Franca,37.0,36,36,116,31.0,6,25,180
2021-10-17,DRS 07 Campinas,23.7,254,179,755,23.7,35,153,970
2021-10-17,DRS 06 Bauru,17.5,53,45,246,18.3,9,36,558
2021-10-17,Grande SP Leste,31.1,170,83,301,27.6,25,122,377
2021-10-17,Grande SP Norte,39.4,33,30,76,39.5,6,12,108
2021-10-17,Grande SP Oeste,29.1,64,57,154,37.0,10,53,224
2021-10-17,Grande SP Sudeste,21.2,251,135,648,20.8,39,137,972
2021-10-17,Município de São Paulo,42.9,1291,769,1806,42.6,215,962,2415
2021-10-17,DRS 02 Araçatuba,12.3,20,15,112,13.4,2,14,252
2021-10-17,DRS 03 Araraquara,12.6,36,17,127,13.4,7,20,214
2021-10-17,DRS 04 Baixada Santista,21.7,78,67,266,25.2,11,45,346
2021-10-17,DRS 05 Barretos,9.6,24,9,112,8.0,2,10,168
2021-10-17,Grande SP Sudoeste,28.5,62,24,99,24.2,13,37,224
2021-10-18,DRS 08 Franca,36.4,38,36,106,34.0,4,24,235
2021-10-18,DRS 17 Taubaté,20.8,182,82,364,22.5,25,82,613
2021-10-18,DRS 16 Sorocaba,21.5,97,55,265,20.8,10,54,460
2021-10-18,DRS 15 São José do Rio Preto,33.7,126,91,263,34.6,19,58,397
2021-10-18,DRS 14 São João da Boa Vista,22.1,67,27,113,23.9,5,30,347
2021-10-18,DRS 13 Ribeirão Preto,22.6,98,50,219,22.8,9,49,283
2021-10-18,DRS 12 Registro,43.8,13,17,44,38.6,2,7,48
2021-10-18,DRS 11 Presidente Prudente,25.6,48,31,136,22.8,1,65,222
2021-10-18,DRS 10 Piracicaba,11.7,64,23,216,10.6,10,19,258
2021-10-18,DRS 09 Marília,20.2,63,42,212,19.8,6,40,283
2021-10-18,DRS 07 Campinas,23.4,249,167,740,22.6,22,158,953
2021-10-18,Estado de São Paulo,28.3,3159,1849,6659,27.8,368,2032,9909
2021-10-18,DRS 05 Barretos,8.9,21,6,112,5.4,0,7,162
2021-10-18,Município de São Paulo,42.9,1306,763,1807,42.2,156,941,2404
2021-10-18,Grande SP Leste,30.1,171,78,301,25.9,24,137,378
2021-10-18,Grande SP Norte,39.2,32,27,76,35.5,1,9,107
2021-10-18,Grande SP Oeste,30.4,65,57,155,36.8,9,49,221
2021-10-18,DRS 06 Bauru,17.7,49,45,246,18.3,3,34,558
2021-10-18,Grande SP Sudoeste,27.8,65,19,94,20.2,8,39,209
2021-10-18,DRS 02 Araçatuba,12.4,18,15,129,11.6,0,10,235
2021-10-18,DRS 03 Araraquara,12.3,40,14,132,10.6,7,25,222
2021-10-18,DRS 04 Baixada Santista,22.6,77,68,266,25.6,9,57,335
2021-10-18,Grande SP Sudeste,21.2,270,136,661,20.6,38,138,964
2021-10-19,DRS 09 Marília,20.2,61,45,209,21.5,8,46,274
2021-10-19,Estado de São Paulo,28.2,3144,1856,6598,28.1,414,2077,9831
2021-10-19,DRS 17 Taubaté,20.9,176,86,392,21.9,27,95,617
2021-10-19,DRS 16 Sorocaba,21.3,101,60,265,22.6,19,55,460
2021-10-19,DRS 15 São José do Rio Preto,33.4,133,88,263,33.5,27,62,346
2021-10-19,DRS 14 São João da Boa Vista,22.6,67,25,113,22.1,9,32,333
2021-10-19,DRS 13 Ribeirão Preto,22.8,104,51,220,23.2,17,61,281
2021-10-19,DRS 12 Registro,40.6,12,15,44,34.1,1,4,43
2021-10-19,DRS 11 Presidente Prudente,24.5,48,26,134,19.4,6,66,218
2021-10-19,DRS 10 Piracicaba,11.5,68,25,230,10.9,12,18,253
2021-10-19,DRS 08 Franca,35.7,41,37,106,34.9,6,23,174
2021-10-19,DRS 07 Campinas,23.3,256,164,751,21.8,36,155,980
2021-10-19,DRS 06 Bauru,17.8,49,46,254,18.1,5,32,556
2021-10-19,Grande SP Leste,28.8,162,78,302,25.8,23,145,386
2021-10-19,Grande SP Norte,39.4,30,28,75,37.3,2,8,107
2021-10-19,Grande SP Oeste,32.0,62,52,170,30.6,6,53,213
2021-10-19,Grande SP Sudeste,22.0,282,153,554,27.6,39,127,958
2021-10-19,Município de São Paulo,42.8,1271,760,1785,42.6,142,964,2433
2021-10-19,DRS 02 Araçatuba,12.5,25,16,116,13.8,10,14,251
2021-10-19,DRS 03 Araraquara,11.8,40,14,132,10.6,2,25,224
2021-10-19,DRS 04 Baixada Santista,22.9,78,62,270,23.0,12,56,325
2021-10-19,DRS 05 Barretos,8.2,16,5,112,4.5,2,6,162
2021-10-19,Grande SP Sudoeste,26.6,62,20,99,20.2,3,30,222
2021-10-20,DRS 09 Marília,20.3,64,45,203,22.2,10,45,248
2021-10-20,Estado de São Paulo,28.2,3139,1838,6458,28.5,422,2066,9976
2021-10-20,DRS 17 Taubaté,21.2,177,79,371,21.3,21,91,613
2021-10-20,DRS 16 Sorocaba,21.5,99,57,265,21.5,14,64,477
2021-10-20,DRS 15 São José do Rio Preto,33.0,125,78,263,29.7,13,56,363
2021-10-20,DRS 14 São João da Boa Vista,22.5,64,24,113,21.2,8,33,325
2021-10-20,DRS 13 Ribeirão Preto,23.2,100,54,223,24.2,10,51,276
