Data,Departamento Regional de Saúde,mm7d da Ocupação dos leitos de UTI e Enfermaria (%),Nº de novas internações nos últimos 7 dias,Pacientes em tratamento na UTI,Total de leitos de UTI destinados à Covid,Ocupação dos leitos de UTI e Enfermaria (%),Novos casos de internações (UTI e Enfermaria),Pacientes em tratamento na Enfermaria,Total de leitos de Enfermaria destinados à Covid
2020-09-26,Grande SP Norte,29.5,44,16,58,27.6,1,25,228
2020-09-26,Grande SP Oeste,39.7,211,117,305,38.4,27,118,520
2020-09-26,DRS 06 Bauru,66.9,340,143,229,62.4,37,193,537
2020-09-26,Grande SP Sudoeste,25.8,92,22,90,24.4,12,62,352
2020-09-26,DRS 02 Araçatuba,32.0,111,47,117,40.2,18,84,302
2020-09-26,DRS 03 Araraquara,33.9,204,47,123,38.2,37,111,387
2020-09-26,DRS 04 Baixada Santista,28.8,170,116,427,27.2,21,157,718
2020-09-26,Grande SP Sudeste,38.9,604,289,797,36.3,80,390,1430
2020-09-27,DRS 09 Marília,41.6,155,61,160,38.1,26,98,441
2020-09-27,Estado de São Paulo,45.4,7716,3864,8853,43.6,1070,5053,15365
2020-09-27,DRS 17 Taubaté,42.2,380,176,447,39.4,41,214,906
2020-09-27,DRS 16 Sorocaba,49.8,276,128,250,51.2,33,180,636
2020-09-27,DRS 15 São José do Rio Preto,56.5,523,244,449,54.3,79,286,636
2020-09-27,DRS 14 São João da Boa Vista,44.5,138,48,127,37.8,28,104,462
2020-09-27,DRS 13 Ribeirão Preto,58.4,396,173,315,54.9,52,240,516
2020-09-27,DRS 12 Registro,30.4,46,12,39,30.8,6,19,55
2020-09-27,DRS 11 Presidente Prudente,62.8,147,53,78,68.0,20,102,190
2020-09-27,DRS 10 Piracicaba,41.6,180,104,250,41.6,25,97,405
2020-09-27,DRS 08 Franca,65.5,122,68,110,61.8,20,67,221
2020-09-27,DRS 07 Campinas,43.9,541,304,760,40.0,67,504,1404
2020-09-27,DRS 06 Bauru,65.8,327,136,228,59.6,44,179,545
2020-09-27,Grande SP Leste,44.9,259,151,364,41.5,32,182,567
2020-09-27,Grande SP Norte,29.7,43,15,56,26.8,6,24,229
2020-09-27,Grande SP Oeste,38.9,185,108,306,35.3,19,107,519
2020-09-27,Grande SP Sudeste,38.1,576,295,804,36.7,84,357,1428
2020-09-27,Município de São Paulo,47.1,2742,1512,3276,46.2,386,1830,4275
2020-09-27,DRS 02 Araçatuba,33.6,110,49,106,46.2,12,94,284
2020-09-27,DRS 03 Araraquara,34.4,200,43,124,34.7,25,112,378
2020-09-27,DRS 04 Baixada Santista,27.6,161,98,427,23.0,25,156,715
2020-09-27,DRS 05 Barretos,66.3,127,63,93,67.7,20,44,254
2020-09-27,Grande SP Sudoeste,25.8,82,23,84,27.4,20,57,299
2020-09-28,DRS 08 Franca,64.7,117,70,111,63.1,23,67,219
2020-09-28,DRS 17 Taubaté,41.6,368,181,449,40.3,43,213,904
2020-09-28,DRS 16 Sorocaba,50.2,279,116,250,46.4,33,169,623
2020-09-28,DRS 15 São José do Rio Preto,56.6,515,256,448,57.1,70,300,634
2020-09-28,DRS 14 São João da Boa Vista,44.9,139,60,127,47.2,17,108,462
2020-09-28,DRS 13 Ribeirão Preto,57.5,385,168,309,54.4,41,242,520
2020-09-28,DRS 12 Registro,30.4,49,13,39,33.3,6,18,55
2020-09-28,DRS 11 Presidente Prudente,64.4,143,57,80,71.2,18,100,193
2020-09-28,DRS 10 Piracicaba,42.1,179,100,254,39.4,19,114,405
2020-09-28,DRS 09 Marília,41.0,149,59,160,36.9,8,87,445
2020-09-28,DRS 07 Campinas,42.8,542,307,750,40.9,70,505,1399
2020-09-28,Estado de São Paulo,45.1,7706,3942,8905,44.3,973,5080,15509
2020-09-28,DRS 05 Barretos,67.0,134,64,93,68.8,22,45,253
2020-09-28,Município de São Paulo,46.8,2783,1555,3346,46.5,338,1836,4442
2020-09-28,Grande SP Leste,43.9,245,144,364,39.6,32,182,567
2020-09-28,Grande SP Norte,28.2,45,17,59,28.8,9,24,226
2020-09-28,Grande SP Oeste,38.2,188,101,301,33.6,23,130,507
2020-09-28,DRS 06 Bauru,65.4,319,145,225,64.4,48,196,554
2020-09-28,Grande SP Sudoeste,26.3,89,25,86,29.1,15,67,301
2020-09-28,DRS 02 Araçatuba,35.7,107,50,108,46.3,7,81,303
2020-09-28,DRS 03 Araraquara,35.1,201,45,124,36.3,30,110,366
2020-09-28,DRS 04 Baixada Santista,26.5,175,106,419,25.3,35,156,714
2020-09-28,Grande SP Sudeste,37.8,555,303,803,37.7,66,330,1417
2020-09-29,DRS 08 Franca,64.2,125,75,111,67.6,19,70,219
2020-09-29,DRS 17 Taubaté,41.2,360,180,448,40.2,33,199,905
2020-09-29,DRS 16 Sorocaba,50.6,283,116,238,48.7,46,179,633
2020-09-29,DRS 15 São José do Rio Preto,56.6,538,258,445,58.0,77,293,635
2020-09-29,DRS 14 São João da Boa Vista,44.7,138,57,130,43.8,11,104,460
2020-09-29,DRS 13 Ribeirão Preto,56.9,385,164,310,52.9,45,234,524
2020-09-29,DRS 12 Registro,30.8,44,13,39,33.3,2,18,55
2020-09-29,DRS 11 Presidente Prudente,64.9,150,58,82,70.7,23,104,194
2020-09-29,DRS 10 Piracicaba,41.7,177,97,254,38.2,20,105,391
2020-09-29,DRS 09 Marília,40.6,159,68,160,42.5,20,76,449
2020-09-29,DRS 07 Campinas,41.9,524,314,752,41.8,59,351,1250
2020-09-29,Estado de São Paulo,44.7,7753,3972,8949,44.4,984,4860,15330
2020-09-29,DRS 05 Barretos,68.4,137,63,93,67.7,20,53,251
2020-09-29,Município de São Paulo,46.5,2793,1552,3351,46.3,338,1772,4381
2020-09-29,Grande SP Leste,42.6,247,152,400,38.0,36,178,567
2020-09-29,Grande SP Norte,28.1,49,23,56,41.1,9,17,224
2020-09-29,Grande SP Oeste,37.7,181,109,305,35.7,28,133,519
2020-09-29,DRS 06 Bauru,64.4,306,138,227,60.8,32,209,549
2020-09-29,Grande SP Sudoeste,25.3,95,19,86,22.1,15,69,300
2020-09-29,DRS 02 Araçatuba,38.5,117,53,118,44.9,19,83,302
2020-09-29,DRS 03 Araraquara,36.2,207,49,128,38.3,31,127,394
2020-09-29,DRS 04 Baixada Santista,25.7,188,107,420,25.5,29,161,717
2020-09-29,Grande SP Sudeste,37.7,550,307,796,38.6,72,325,1411
2020-09-30,DRS 08 Franca,63.7,125,70,111,63.1,20,72,212
2020-09-30,DRS 17 Taubaté,40.8,356,180,449,40.1,71,213,895
2020-09-30,DRS 16 Sorocaba,51.2,273,124,240,51.7,36,190,627
2020-09-30,DRS 15 São José do Rio Preto,56.9,559,266,445,59.8,108,322,634
2020-09-30,DRS 14 São João da Boa Vista,44.1,131,54,127,42.5,18,116,427
2020-09-30,DRS 13 Ribeirão Preto,55.6,384,161,310,51.9,59,240,528
2020-09-30,DRS 12 Registro,31.5,44,14,39,35.9,7,15,55
2020-09-30,DRS 11 Presidente Prudente,65.6,155,53,80,66.2,24,108,196
2020-09-30,DRS 10 Piracicaba,41.1,182,102,255,40.0,33,106,392
2020-09-30,DRS 09 Marília,40.3,160,67,160,41.9,30,88,449
2020-09-30,Estado de São Paulo,44.4,7863,3912,8881,44.0,1355,5112,15148
2020-09-30,DRS 07 Campinas,41.1,500,314,743,42.3,72,342,1217
2020-09-30,DRS 05 Barretos,67.4,141,57,104,54.8,17,55,254
2020-09-30,DRS 04 Baixada Santista,25.5,182,109,422,25.8,20,146,710
2020-09-30,DRS 03 Araraquara,37.0,222,46,123,37.4,43,147,389
2020-09-30,DRS 02 Araçatuba,41.9,126,59,119,49.6,25,94,304
2020-09-30,Grande SP Sudoeste,24.7,99,19,86,22.1,13,54,299
2020-09-30,Grande SP Sudeste,37.5,566,292,791,36.9,102,339,1409
2020-09-30,Grande SP Oeste,36.9,190,101,284,35.6,34,125,499
2020-09-30,Grande SP Norte,29.2,46,21,56,37.5,9,25,228
2020-09-30,Grande SP Leste,41.8,237,150,354,42.4,42,193,497
2020-09-30,Município de São Paulo,45.9,2880,1505,3353,44.9,524,1904,4396
2020-09-30,DRS 06 Bauru,63.8,305,148,230,64.4,48,218,531
2020-10-01,DRS 09 Marília,40.4,153,65,160,40.6,21,86,448
2020-10-01,DRS 10 Piracicaba,41.0,174,109,255,42.8,30,114,392
2020-10-01,DRS 11 Presidente Prudente,66.5,158,53,79,67.1,29,106,195
2020-10-01,DRS 13 Ribeirão Preto,55.3,369,169,307,55.0,53,232,529
2020-10-01,DRS 08 Franca,63.0,133,65,111,58.6,18,69,237
2020-10-01,DRS 15 São José do Rio Preto,57.3,574,260,446,58.3,94,330,637
2020-10-01,DRS 16 Sorocaba,50.8,272,122,241,50.6,38,180,630
2020-10-01,DRS 17 Taubaté,40.4,368,179,445,40.2,57,220,898
2020-10-01,Estado de São Paulo,44.2,7964,3895,8815,44.2,1262,5073,15188
2020-10-01,DRS 14 São João da Boa Vista,43.4,135,51,127,40.2,15,114,424
2020-10-01,DRS 07 Campinas,41.0,490,307,724,42.4,86,359,1217
2020-10-01,DRS 12 Registro,32.6,45,15,39,38.5,11,23,55
2020-10-01,DRS 05 Barretos,66.2,150,53,93,57.0,31,55,251
2020-10-01,Município de São Paulo,45.8,2949,1509,3331,45.3,483,1881,4417
2020-10-01,Grande SP Leste,41.2,259,140,353,39.7,48,190,485
2020-10-01,Grande SP Norte,30.4,47,17,56,30.4,7,35,228
2020-10-01,Grande SP Oeste,36.0,175,90,282,31.9,20,118,501
2020-10-01,Grande SP Sudeste,37.6,567,304,788,38.6,81,335,1411
2020-10-01,DRS 06 Bauru,63.1,308,142,231,61.5,45,207,532
2020-10-01,DRS 02 Araçatuba,45.3,131,64,120,53.3,27,96,302
2020-10-01,DRS 03 Araraquara,37.6,222,47,123,38.2,25,122,388
2020-10-01,DRS 04 Baixada Santista,25.5,189,111,418,26.6,32,148,711
2020-10-01,Grande SP Sudoeste,25.0,96,23,86,26.7,11,53,300
2020-10-02,DRS 10 Piracicaba,40.6,171,98,245,40.0,21,108,391
2020-10-02,Estado de São Paulo,44.0,8057,3836,8832,43.4,1224,5167,15148
2020-10-02,DRS 17 Taubaté,39.8,380,169,440,38.4,67,226,867
2020-10-02,DRS 16 Sorocaba,49.9,264,120,245,49.0,35,174,639
2020-10-02,DRS 15 São José do Rio Preto,57.9,600,271,445,60.9,95,335,634
2020-10-02,DRS 14 São João da Boa Vista,42.6,124,49,116,42.2,12,112,425
2020-10-02,DRS 13 Ribeirão Preto,55.1,358,176,307,57.3,55,234,527
2020-10-02,DRS 12 Registro,34.1,47,14,39,35.9,8,17,55
2020-10-02,DRS 11 Presidente Prudente,67.6,160,51,76,67.1,22,98,196
2020-10-02,DRS 09 Marília,39.9,157,61,160,38.1,28,98,447
2020-10-02,DRS 08 Franca,61.8,140,62,110,56.4,21,72,218
2020-10-02,DRS 07 Campinas,40.3,522,300,813,36.9,93,371,1232
2020-10-02,DRS 06 Bauru,62.2,311,143,230,62.2,57,243,548
2020-10-02,DRS 05 Barretos,63.6,163,53,93,57.0,31,56,254
2020-10-02,DRS 04 Baixada Santista,25.8,190,113,408,27.7,28,153,691
2020-10-02,DRS 03 Araraquara,37.2,217,46,124,37.1,26,113,379
2020-10-02,DRS 02 Araçatuba,47.6,123,62,119,52.1,15,93,303
2020-10-02,Grande SP Sudoeste,25.5,102,21,78,26.9,16,69,301
2020-10-02,Grande SP Sudeste,37.4,564,292,787,37.1,79,342,1406
2020-10-02,Grande SP Oeste,34.1,175,78,281,27.8,24,117,498
2020-10-02,Grande SP Norte,31.8,47,15,49,30.6,6,28,228
2020-10-02,Grande SP Leste,40.3,255,136,353,38.5,34,198,482
2020-10-02,Município de São Paulo,45.8,2987,1506,3314,45.4,451,1910,4427
2020-10-03,DRS 11 Presidente Prudente,67.8,156,50,78,64.1,20,97,196
2020-10-03,DRS 12 Registro,34.1,44,12,39,30.8,4,19,55
2020-10-03,DRS 13 Ribeirão Preto,55.1,381,182,307,59.3,76,219,525
2020-10-03,DRS 14 São João da Boa Vista,42.1,122,50,122,41.0,21,113,429
2020-10-03,DRS 10 Piracicaba,40.0,179,93,245,38.0,31,104,391
2020-10-03,DRS 16 Sorocaba,49.0,270,109,240,45.4,49,174,636
2020-10-03,DRS 17 Taubaté,39.4,365,163,435,37.5,53,234,873
2020-10-03,Estado de São Paulo,43.8,8107,3766,8758,43.0,1239,5033,14882
2020-10-03,DRS 09 Marília,39.5,156,61,160,38.1,23,95,449
2020-10-03,DRS 15 São José do Rio Preto,58.5,622,274,447,61.3,99,335,632
2020-10-03,DRS 08 Franca,61.4,133,65,110,59.1,12,58,228
2020-10-03,Grande SP Oeste,32.5,165,75,280,26.8,17,108,487
2020-10-03,DRS 06 Bauru,62.4,333,144,226,63.7,59,213,535
2020-10-03,Município de São Paulo,45.6,2966,1469,3275,44.8,446,1854,4201
2020-10-03,DRS 07 Campinas,40.0,536,283,784,36.1,89,373,1197
2020-10-03,Grande SP Norte,31.9,51,14,50,28.0,5,27,228
2020-10-03,Grande SP Sudeste,37.6,570,291,781,37.3,86,342,1406
2020-10-03,Grande SP Sudoeste,25.5,96,19,78,24.4,6,60,295
2020-10-03,Grande SP Leste,39.8,263,137,353,38.8,39,188,491
2020-10-03,DRS 03 Araraquara,36.8,215,44,124,35.5,35,105,383
2020-10-03,DRS 04 Baixada Santista,26.0,208,117,412,28.4,39,161,688
2020-10-03,DRS 05 Barretos,61.6,163,55,93,59.1,22,62,254
2020-10-03,DRS 02 Araçatuba,49.0,113,59,119,49.6,8,92,303
2020-10-04,DRS 09 Marília,40.2,160,69,160,43.1,30,99,450
2020-10-04,Estado de São Paulo,43.7,8183,3707,8745,42.4,1146,4953,14939
2020-10-04,DRS 17 Taubaté,38.8,371,152,437,34.8,47,237,880
2020-10-04,DRS 16 Sorocaba,48.0,282,110,247,44.5,45,182,673
2020-10-04,DRS 15 São José do Rio Preto,59.4,638,269,447,60.2,95,316,630
2020-10-04,DRS 14 São João da Boa Vista,42.7,120,53,127,41.7,26,104,424
2020-10-04,DRS 13 Ribeirão Preto,55.1,385,169,309,54.7,56,223,505
2020-10-04,DRS 12 Registro,33.7,42,11,39,28.2,4,17,55
2020-10-04,DRS 11 Presidente Prudente,66.5,164,45,77,58.4,28,93,193
2020-10-04,DRS 10 Piracicaba,39.3,181,90,245,36.7,27,100,391
2020-10-04,DRS 08 Franca,60.5,130,61,110,55.4,17,66,210
2020-10-04,Grande SP Oeste,31.3,165,76,282,27.0,19,97,451
2020-10-04,DRS 06 Bauru,63.0,345,146,228,64.0,56,224,538
2020-10-04,DRS 05 Barretos,60.6,175,56,93,60.2,32,57,244
2020-10-04,DRS 04 Baixada Santista,26.4,206,103,406,25.4,23,151,692
2020-10-04,DRS 03 Araraquara,36.4,228,39,123,31.7,38,115,382
2020-10-04,DRS 02 Araçatuba,49.9,118,63,119,52.9,17,95,303
2020-10-04,Grande SP Sudoeste,24.6,94,18,86,20.9,18,67,303
2020-10-04,Grande SP Sudeste,37.2,566,265,781,33.9,80,328,1408
2020-10-04,Grande SP Norte,32.6,54,16,51,31.4,9,30,226
2020-10-04,Grande SP Leste,39.5,267,141,353,39.9,36,182,481
2020-10-04,Município de São Paulo,45.4,2938,1471,3310,44.4,358,1804,4277
2020-10-04,DRS 07 Campinas,39.9,554,284,715,39.7,85,366,1223
2020-10-05,DRS 09 Marília,41.4,173,73,160,45.6,21,86,446
2020-10-05,DRS 11 Presidente Prudente,64.8,165,46,77,59.7,19,93,198
2020-10-05,DRS 12 Registro,32.6,42,10,39,25.6,6,18,55
2020-10-05,DRS 13 Ribeirão Preto,55.2,392,172,313,55.0,48,245,526
2020-10-05,DRS 08 Franca,58.7,133,56,110,50.9,26,65,212
2020-10-05,DRS 15 São José do Rio Preto,59.8,654,270,447,60.4,86,298,634
2020-10-05,DRS 16 Sorocaba,48.4,286,119,242,49.2,37,183,640
2020-10-05,DRS 17 Taubaté,38.2,376,153,428,35.8,48,206,873
2020-10-05,Estado de São Paulo,43.4,8275,3738,8773,42.6,1065,4927,14895
2020-10-05,DRS 14 São João da Boa Vista,42.3,122,57,128,44.5,19,115,422
2020-10-05,DRS 07 Campinas,39.5,571,270,710,38.0,87,393,1304
2020-10-05,DRS 10 Piracicaba,39.1,186,93,245,38.0,24,105,392
2020-10-05,DRS 05 Barretos,59.4,177,55,91,60.4,24,52,200
2020-10-05,DRS 06 Bauru,63.1,345,148,226,65.5,48,220,543
2020-10-05,Grande SP Leste,39.9,284,148,353,41.9,49,168,481
2020-10-05,Grande SP Norte,33.0,48,15,49,30.6,3,22,228
2020-10-05,Grande SP Oeste,30.3,166,74,279,26.5,24,100,442
2020-10-05,Grande SP Sudeste,37.2,577,298,777,38.4,77,352,1409
2020-10-05,Município de São Paulo,44.9,2944,1459,3368,43.3,344,1759,4210
2020-10-05,DRS 02 Araçatuba,50.2,127,58,119,48.7,16,99,304
2020-10-05,DRS 03 Araraquara,36.2,228,43,123,35.0,30,126,382
2020-10-05,DRS 04 Baixada Santista,26.4,192,106,410,25.8,21,160,691
2020-10-05,Grande SP Sudoeste,23.1,87,15,79,19.0,8,62,303
2020-10-06,Estado de São Paulo,43.4,8425,3821,8602,44.4,1134,4931,14754
2020-10-06,DRS 17 Taubaté,37.4,388,151,435,34.7,45,190,865
2020-10-06,DRS 16 Sorocaba,47.9,260,107,237,45.2,20,171,633
2020-10-06,DRS 15 São José do Rio Preto,60.1,654,266,444,59.9,77,300,618
2020-10-06,DRS 09 Marília,41.7,175,71,160,44.4,22,87,463
2020-10-06,DRS 14 São João da Boa Vista,43.1,130,63,127,49.6,19,120,416
2020-10-06,DRS 13 Ribeirão Preto,55.5,409,169,307,55.0,62,269,508
2020-10-06,DRS 12 Registro,31.5,43,10,39,25.6,3,18,55
2020-10-06,DRS 11 Presidente Prudente,63.7,162,50,79,63.3,20,91,192
2020-10-06,DRS 10 Piracicaba,38.7,193,87,245,35.5,27,112,392
2020-10-06,DRS 08 Franca,57.1,127,62,110,56.4,13,61,211
2020-10-06,Grande SP Oeste,29.0,163,74,271,27.3,25,119,494
2020-10-06,DRS 06 Bauru,63.8,364,147,226,65.0,51,233,541
2020-10-06,Município de São Paulo,45.0,3045,1533,3268,46.9,439,1769,4195
2020-10-06,Grande SP Leste,40.9,278,158,353,44.8,30,165,464
2020-10-06,Grande SP Norte,32.1,43,18,50,36.0,4,19,227
2020-10-06,Grande SP Sudeste,37.3,591,302,769,39.3,86,352,1390
2020-10-06,DRS 07 Campinas,39.2,584,266,670,39.7,72,352,1176
2020-10-06,DRS 02 Araçatuba,50.2,128,53,117,45.3,20,93,302
2020-10-06,DRS 03 Araraquara,35.8,229,44,123,35.8,32,145,381
2020-10-06,DRS 04 Baixada Santista,26.6,188,108,403,26.8,25,164,689
2020-10-06,DRS 05 Barretos,59.3,186,61,91,67.0,29,53,253
2020-10-06,Grande SP Sudoeste,23.8,85,21,78,26.9,13,48,289
2020-10-07,DRS 08 Franca,56.6,120,65,110,59.1,13,54,219
2020-10-07,DRS 17 Taubaté,36.8,369,156,434,35.9,52,170,861
2020-10-07,DRS 16 Sorocaba,47.5,262,116,237,49.0,38,169,636
2020-10-07,DRS 15 São José do Rio Preto,59.9,659,259,443,58.5,113,340,617
2020-10-07,DRS 14 São João da Boa Vista,44.2,135,63,127,49.6,23,116,419
2020-10-07,DRS 13 Ribeirão Preto,55.6,416,164,308,53.2,66,240,499
2020-10-07,DRS 12 Registro,30.4,41,11,39,28.2,5,21,55
2020-10-07,DRS 11 Presidente Prudente,64.2,173,54,78,69.2,35,106,196
2020-10-07,DRS 10 Piracicaba,38.2,191,89,244,36.5,31,107,393
2020-10-07,DRS 09 Marília,41.3,169,63,160,39.4,24,79,449
2020-10-07,DRS 07 Campinas,38.9,597,266,669,39.8,85,344,1179
2020-10-07,Estado de São Paulo,43.5,8383,3813,8594,44.4,1313,4936,14726
2020-10-07,DRS 05 Barretos,59.5,196,51,91,56.0,27,52,249
2020-10-07,Município de São Paulo,45.3,2981,1522,3255,46.8,460,1783,4188
2020-10-07,Grande SP Leste,41.6,281,168,351,47.9,45,169,464
2020-10-07,Grande SP Norte,31.4,39,16,49,32.6,5,18,228
2020-10-07,Grande SP Oeste,28.2,150,86,286,30.1,21,109,490
2020-10-07,DRS 06 Bauru,64.4,371,156,226,69.0,55,228,561
2020-10-07,Grande SP Sudoeste,24.3,78,18,71,25.4,6,46,236
2020-10-07,DRS 02 Araçatuba,50.1,131,57,117,48.7,28,92,300
2020-10-07,DRS 03 Araraquara,36.4,234,51,123,41.5,48,136,407
2020-10-07,DRS 04 Baixada Santista,26.4,206,100,413,24.2,38,186,690
2020-10-07,Grande SP Sudeste,37.4,584,282,763,37.0,95,371,1390
2020-10-08,DRS 08 Franca,55.4,119,56,110,50.9,17,55,212
2020-10-08,DRS 17 Taubaté,36.1,368,155,435,35.6,56,168,891
2020-10-08,DRS 16 Sorocaba,47.0,260,111,236,47.0,36,149,628
2020-10-08,DRS 15 São José do Rio Preto,59.8,685,255,444,57.4,120,332,615
2020-10-08,DRS 14 São João da Boa Vista,44.4,142,53,126,42.1,22,122,424
2020-10-08,DRS 13 Ribeirão Preto,54.9,428,152,307,49.5,65,259,504
2020-10-08,DRS 12 Registro,29.0,35,11,39,28.2,5,16,55
2020-10-08,DRS 11 Presidente Prudente,63.8,171,50,77,64.9,27,122,197
2020-10-08,DRS 10 Piracicaba,36.7,185,79,245,32.2,24,90,392
2020-10-08,DRS 09 Marília,41.2,184,63,160,39.4,36,96,449
2020-10-08,Estado de São Paulo,43.3,8445,3702,8624,42.9,1324,4991,14749
2020-10-08,DRS 07 Campinas,38.6,597,274,670,40.9,86,347,1187
2020-10-08,DRS 05 Barretos,60.5,192,58,91,63.7,27,49,248
2020-10-08,DRS 04 Baixada Santista,26.4,205,110,412,26.7,31,180,691
2020-10-08,DRS 03 Araraquara,36.6,248,49,123,39.8,39,141,408
2020-10-08,DRS 02 Araçatuba,49.5,126,59,120,49.2,22,99,302
2020-10-08,Grande SP Sudoeste,24.2,90,19,71,26.8,23,55,234
2020-10-08,Grande SP Sudeste,37.2,603,286,764,37.4,100,348,1385
2020-10-08,Grande SP Oeste,28.0,156,84,276,30.4,26,107,488
2020-10-08,Grande SP Norte,31.6,44,16,50,32.0,12,32,227
2020-10-08,Grande SP Leste,42.3,269,156,353,44.2,36,176,454
2020-10-08,Município de São Paulo,45.1,2959,1450,3284,44.2,461,1837,4222
2020-10-08,DRS 06 Bauru,65.3,379,156,231,67.5,53,211,536
2020-10-09,DRS 09 Marília,41.2,195,62,160,38.8,39,94,449
2020-10-09,DRS 10 Piracicaba,35.9,192,83,243,34.2,28,98,396
2020-10-09,DRS 11 Presidente Prudente,62.8,176,47,79,59.5,27,126,203
2020-10-09,DRS 12 Registro,29.0,31,14,39,35.9,4,13,55
2020-10-09,DRS 08 Franca,54.2,117,52,110,47.3,19,71,223
2020-10-09,DRS 14 São João da Boa Vista,44.2,149,52,127,40.9,19,124,422
2020-10-09,DRS 15 São José do Rio Preto,59.6,703,264,443,59.6,113,333,615
2020-10-09,DRS 16 Sorocaba,46.8,270,108,227,47.6,45,162,638
2020-10-09,DRS 17 Taubaté,35.1,348,138,437,31.6,47,181,865
2020-10-09,DRS 13 Ribeirão Preto,53.6,450,149,308,48.4,77,262,503
2020-10-09,DRS 07 Campinas,39.0,579,258,662,39.0,75,350,1207
2020-10-09,Estado de São Paulo,43.1,8505,3637,8643,42.1,1284,5020,14594
2020-10-09,DRS 05 Barretos,61.3,180,57,91,62.6,19,48,225
2020-10-09,DRS 04 Baixada Santista,26.0,206,105,430,24.4,29,183,693
2020-10-09,DRS 03 Araraquara,36.7,259,46,123,37.4,37,136,391
2020-10-09,DRS 02 Araçatuba,49.3,127,63,125,50.4,16,96,302
2020-10-09,Grande SP Sudoeste,24.5,93,20,67,29.8,19,44,231
2020-10-09,Grande SP Sudeste,37.0,617,275,765,36.0,93,359,1385
2020-10-09,Grande SP Oeste,28.0,158,75,272,27.6,26,112,479
2020-10-09,Grande SP Norte,33.1,42,17,39,43.6,4,29,189
2020-10-09,Grande SP Leste,42.7,281,148,357,41.5,46,169,438
2020-10-09,Município de São Paulo,44.9,2955,1447,3309,43.7,447,1819,4150
2020-10-09,DRS 06 Bauru,66.2,377,157,230,68.3,55,211,535
2020-10-10,DRS 10 Piracicaba,34.8,188,72,239,30.1,27,91,395
2020-10-10,DRS 11 Presidente Prudente,62.2,178,47,78,60.3,22,116,198
2020-10-10,DRS 12 Registro,28.6,32,11,39,28.2,5,14,55
2020-10-10,DRS 13 Ribeirão Preto,52.0,426,148,308,48.0,52,247,499
2020-10-10,Estado de São Paulo,43.0,8470,3610,8548,42.2,1204,4816,14536
2020-10-10,DRS 09 Marília,41.8,204,65,155,41.9,32,99,449
2020-10-10,DRS 15 São José do Rio Preto,59.4,695,265,442,60.0,91,329,615
2020-10-10,DRS 16 Sorocaba,47.2,256,110,229,48.0,35,147,631
2020-10-10,DRS 17 Taubaté,34.2,342,137,442,31.0,47,188,867
2020-10-10,DRS 14 São João da Boa Vista,43.7,153,47,126,37.3,25,104,414
2020-10-10,DRS 08 Franca,52.1,125,49,110,44.6,20,65,220
2020-10-10,Grande SP Oeste,28.4,161,82,272,30.2,20,113,489
2020-10-10,DRS 06 Bauru,66.8,369,155,227,68.3,51,216,542
2020-10-10,Município de São Paulo,44.7,2970,1425,3251,43.8,461,1755,4146
2020-10-10,Grande SP Leste,43.1,280,147,353,41.6,38,141,429
2020-10-10,Grande SP Norte,33.4,41,13,44,29.6,4,29,189
2020-10-10,Grande SP Sudeste,37.0,610,284,762,37.3,79,328,1373
2020-10-10,DRS 07 Campinas,39.4,562,255,659,38.7,72,340,1181
2020-10-10,DRS 02 Araçatuba,50.1,146,66,119,55.5,27,96,302
2020-10-10,DRS 03 Araraquara,36.7,265,44,123,35.8,41,144,380
2020-10-10,DRS 04 Baixada Santista,25.8,188,112,412,27.2,21,154,685
2020-10-10,DRS 05 Barretos,62.3,177,60,91,65.9,19,46,245
2020-10-10,Grande SP Sudoeste,24.5,102,16,67,23.9,15,54,232
2020-10-11,DRS 09 Marília,41.1,201,62,161,38.5,27,94,487
2020-10-11,Estado de São Paulo,42.8,8275,3482,8429,41.3,951,4689,14500
2020-10-11,DRS 17 Taubaté,34.4,347,151,418,36.1,52,180,892
2020-10-11,DRS 16 Sorocaba,47.4,235,105,230,45.6,24,144,628
2020-10-11,DRS 15 São José do Rio Preto,58.8,689,247,443,55.8,89,300,614
2020-10-11,DRS 14 São João da Boa Vista,42.6,144,43,126,34.1,17,88,413
2020-10-11,DRS 13 Ribeirão Preto,51.0,412,148,312,47.4,42,224,521
2020-10-11,DRS 12 Registro,29.3,36,13,39,33.3,8,12,55
2020-10-11,DRS 11 Presidente Prudente,63.6,172,54,79,68.4,22,104,198
2020-10-11,DRS 10 Piracicaba,33.6,176,67,237,28.3,15,82,391
2020-10-11,DRS 08 Franca,50.9,129,52,110,47.3,21,67,224
2020-10-11,DRS 07 Campinas,38.9,522,235,654,35.9,45,324,1201
2020-10-11,DRS 06 Bauru,66.7,347,145,230,63.0,34,205,542
2020-10-11,Grande SP Leste,43.6,269,152,353,43.1,25,155,436
2020-10-11,Grande SP Norte,32.9,36,12,44,27.3,4,21,189
2020-10-11,Grande SP Oeste,28.9,161,81,269,30.1,19,96,483
2020-10-11,Grande SP Sudeste,37.3,605,271,759,35.7,75,336,1393
2020-10-11,Município de São Paulo,44.5,2940,1349,3156,42.7,328,1763,4025
2020-10-11,DRS 02 Araçatuba,50.0,145,64,123,52.0,16,92,303
2020-10-11,DRS 03 Araraquara,37.8,264,50,126,39.7,37,131,385
